repo,metric,period,granularity,value
airbnb/javascript,technical_fork,2023-10,month,205.0
airbnb/javascript,technical_fork,2023-11,month,130.0
airbnb/javascript,technical_fork,2023-12,month,98.0
airbnb/javascript,technical_fork,2024-01,month,115.0
airbnb/javascript,technical_fork,2024-02,month,167.0
airbnb/javascript,technical_fork,2024-03,month,169.0
airbnb/javascript,technical_fork,2024-04,month,130.0
airbnb/javascript,technical_fork,2024-05,month,130.0
airbnb/javascript,technical_fork,2024-06,month,90.0
airbnb/javascript,technical_fork,2024-07,month,153.0
airbnb/javascript,technical_fork,2024-08,month,85.0
airbnb/javascript,technical_fork,2024-09,month,94.0
airbnb/javascript,technical_fork,2024-10,month,106.0
airbnb/javascript,technical_fork,2024-11,month,75.0
airbnb/javascript,technical_fork,2024-12,month,67.0
airbnb/javascript,technical_fork,2025-01,month,105.0
airbnb/javascript,technical_fork,2025-02,month,114.0
airbnb/javascript,technical_fork,2025-03,month,98.0
airbnb/javascript,technical_fork,2025-04,month,64.0
airbnb/javascript,technical_fork,2025-05,month,62.0
airbnb/javascript,technical_fork,2025-06,month,30.0
airbnb/javascript,technical_fork,2025-07,month,38.0
airbnb/javascript,technical_fork,2025-08,month,33.0
airbnb/javascript,technical_fork,2025-09,month,69.0
airbnb/javascript,technical_fork,2025-10,month,17.0
airbnb/javascript,technical_fork,2025-12,month,14.0
airbnb/javascript,technical_fork,2026-01,month,16.0
airbnb/javascript,technical_fork,2026-02,month,22.0
airbnb/javascript,technical_fork,2026-03,month,11.0
airbnb/javascript,technical_fork,2026-04,month,4.0
airbnb/javascript,technical_fork,2026-05,month,3.0
airbnb/javascript,technical_fork,2021-10-raw,other,92.0
airbnb/javascript,technical_fork,2015Q1,quarter,575.0
airbnb/javascript,technical_fork,2015Q2,quarter,889.0
airbnb/javascript,technical_fork,2015Q3,quarter,1012.0
airbnb/javascript,technical_fork,2015Q4,quarter,749.0
airbnb/javascript,technical_fork,2016Q1,quarter,1024.0
airbnb/javascript,technical_fork,2016Q2,quarter,1004.0
airbnb/javascript,technical_fork,2016Q3,quarter,1063.0
airbnb/javascript,technical_fork,2016Q4,quarter,1041.0
airbnb/javascript,technical_fork,2017Q1,quarter,1216.0
airbnb/javascript,technical_fork,2017Q2,quarter,1097.0
airbnb/javascript,technical_fork,2017Q3,quarter,1165.0
airbnb/javascript,technical_fork,2017Q4,quarter,1099.0
airbnb/javascript,technical_fork,2018Q1,quarter,998.0
airbnb/javascript,technical_fork,2018Q2,quarter,901.0
airbnb/javascript,technical_fork,2018Q3,quarter,848.0
airbnb/javascript,technical_fork,2018Q4,quarter,778.0
airbnb/javascript,technical_fork,2019Q1,quarter,860.0
airbnb/javascript,technical_fork,2019Q2,quarter,864.0
airbnb/javascript,technical_fork,2019Q3,quarter,800.0
airbnb/javascript,technical_fork,2019Q4,quarter,697.0
airbnb/javascript,technical_fork,2020Q1,quarter,737.0
airbnb/javascript,technical_fork,2020Q2,quarter,903.0
airbnb/javascript,technical_fork,2020Q3,quarter,712.0
airbnb/javascript,technical_fork,2020Q4,quarter,789.0
airbnb/javascript,technical_fork,2021Q1,quarter,813.0
airbnb/javascript,technical_fork,2021Q2,quarter,799.0
airbnb/javascript,technical_fork,2021Q3,quarter,755.0
airbnb/javascript,technical_fork,2021Q4,quarter,604.0
airbnb/javascript,technical_fork,2022Q1,quarter,864.0
airbnb/javascript,technical_fork,2022Q2,quarter,812.0
airbnb/javascript,technical_fork,2022Q3,quarter,632.0
airbnb/javascript,technical_fork,2022Q4,quarter,598.0
airbnb/javascript,technical_fork,2023Q1,quarter,608.0
airbnb/javascript,technical_fork,2023Q2,quarter,647.0
airbnb/javascript,technical_fork,2023Q3,quarter,587.0
airbnb/javascript,technical_fork,2023Q4,quarter,433.0
airbnb/javascript,technical_fork,2024Q1,quarter,451.0
airbnb/javascript,technical_fork,2024Q2,quarter,350.0
airbnb/javascript,technical_fork,2024Q3,quarter,332.0
airbnb/javascript,technical_fork,2024Q4,quarter,248.0
airbnb/javascript,technical_fork,2025Q1,quarter,317.0
airbnb/javascript,technical_fork,2025Q2,quarter,156.0
airbnb/javascript,technical_fork,2025Q3,quarter,140.0
airbnb/javascript,technical_fork,2025Q4,quarter,31.0
airbnb/javascript,technical_fork,2026Q1,quarter,49.0
airbnb/javascript,technical_fork,2026Q2,quarter,7.0
airbnb/knowledge-repo,activity,2016,year,206.06
airbnb/knowledge-repo,activity,2017,year,326.36
airbnb/knowledge-repo,activity,2018,year,257.72
airbnb/knowledge-repo,activity,2019,year,100.34
airbnb/knowledge-repo,activity,2020,year,158.42
airbnb/knowledge-repo,activity,2021,year,46.04
airbnb/knowledge-repo,activity,2022,year,109.37
airbnb/knowledge-repo,activity,2023,year,88.75
airbnb/knowledge-repo,activity,2024,year,2.02
airbnb/knowledge-repo,activity,2025,year,2.02
airbnb/knowledge-repo,activity,2016-08,month,10.46
airbnb/knowledge-repo,activity,2016-09,month,23.27
airbnb/knowledge-repo,activity,2016-10,month,50.48
airbnb/knowledge-repo,activity,2016-11,month,81.45
airbnb/knowledge-repo,activity,2016-12,month,40.4
airbnb/knowledge-repo,activity,2017-01,month,33.84
airbnb/knowledge-repo,activity,2017-02,month,38.55
airbnb/knowledge-repo,activity,2017-03,month,24.67
airbnb/knowledge-repo,activity,2017-04,month,19.97
airbnb/knowledge-repo,activity,2017-05,month,34.39
airbnb/knowledge-repo,activity,2017-06,month,21.57
airbnb/knowledge-repo,activity,2017-07,month,36.47
airbnb/knowledge-repo,activity,2017-08,month,26.89
airbnb/knowledge-repo,activity,2017-09,month,16.36
airbnb/knowledge-repo,activity,2017-10,month,34.16
airbnb/knowledge-repo,activity,2017-11,month,20.63
airbnb/knowledge-repo,activity,2017-12,month,18.89
airbnb/knowledge-repo,activity,2018-01,month,16.47
airbnb/knowledge-repo,activity,2018-02,month,7.33
airbnb/knowledge-repo,activity,2018-03,month,30.66
airbnb/knowledge-repo,activity,2018-04,month,28.81
airbnb/knowledge-repo,activity,2018-05,month,32.92
airbnb/knowledge-repo,activity,2018-06,month,30.9
airbnb/knowledge-repo,activity,2018-07,month,17.51
airbnb/knowledge-repo,activity,2018-08,month,13.18
airbnb/knowledge-repo,activity,2018-09,month,30.02
airbnb/knowledge-repo,activity,2018-10,month,21.3
airbnb/knowledge-repo,activity,2018-11,month,2.83
airbnb/knowledge-repo,activity,2018-12,month,25.78
airbnb/knowledge-repo,activity,2019-01,month,17.01
airbnb/knowledge-repo,activity,2019-02,month,17.55
airbnb/knowledge-repo,activity,2019-03,month,18.24
airbnb/knowledge-repo,activity,2019-04,month,8.68
airbnb/knowledge-repo,activity,2019-05,month,10.14
airbnb/knowledge-repo,activity,2019-06,month,9.12
airbnb/knowledge-repo,activity,2019-07,month,1.45
airbnb/knowledge-repo,activity,2019-08,month,2.74
airbnb/knowledge-repo,activity,2019-09,month,3.54
airbnb/knowledge-repo,activity,2019-10,month,2.98
airbnb/knowledge-repo,activity,2019-11,month,8.89
airbnb/knowledge-repo,activity,2020-01,month,5.26
airbnb/knowledge-repo,activity,2020-02,month,9.02
airbnb/knowledge-repo,activity,2020-03,month,19.25
airbnb/knowledge-repo,activity,2020-04,month,2.31
airbnb/knowledge-repo,activity,2020-05,month,51.92
airbnb/knowledge-repo,activity,2020-06,month,22.84
airbnb/knowledge-repo,activity,2020-07,month,13.78
airbnb/knowledge-repo,activity,2020-08,month,8.83
airbnb/knowledge-repo,activity,2020-09,month,2.05
airbnb/knowledge-repo,activity,2020-10,month,16.1
airbnb/knowledge-repo,activity,2020-11,month,5.59
airbnb/knowledge-repo,activity,2020-12,month,1.49
airbnb/knowledge-repo,activity,2021-01,month,6.5
airbnb/knowledge-repo,activity,2021-02,month,2.47
airbnb/knowledge-repo,activity,2021-03,month,3.5
airbnb/knowledge-repo,activity,2021-05,month,2.02
airbnb/knowledge-repo,activity,2021-06,month,4.2
airbnb/knowledge-repo,activity,2021-07,month,3.77
airbnb/knowledge-repo,activity,2021-08,month,16.68
airbnb/knowledge-repo,activity,2021-09,month,2.47
airbnb/knowledge-repo,activity,2021-10,month,5.0
airbnb/knowledge-repo,activity,2021-11,month,2.98
airbnb/knowledge-repo,activity,2021-12,month,0.72
airbnb/knowledge-repo,activity,2022-01,month,2.02
airbnb/knowledge-repo,activity,2022-02,month,7.81
airbnb/knowledge-repo,activity,2022-03,month,22.73
airbnb/knowledge-repo,activity,2022-04,month,14.61
airbnb/knowledge-repo,activity,2022-05,month,15.99
airbnb/knowledge-repo,activity,2022-06,month,3.48
airbnb/knowledge-repo,activity,2022-07,month,1.49
airbnb/knowledge-repo,activity,2022-08,month,8.57
airbnb/knowledge-repo,activity,2022-10,month,2.02
airbnb/knowledge-repo,activity,2022-11,month,10.14
airbnb/knowledge-repo,activity,2022-12,month,20.52
airbnb/knowledge-repo,activity,2023-01,month,27.57
airbnb/knowledge-repo,activity,2023-02,month,26.21
airbnb/knowledge-repo,activity,2023-03,month,18.55
airbnb/knowledge-repo,activity,2023-04,month,5.64
airbnb/knowledge-repo,activity,2023-05,month,2.85
airbnb/knowledge-repo,activity,2023-07,month,6.48
airbnb/knowledge-repo,activity,2023-08,month,1.45
airbnb/knowledge-repo,activity,2024-09,month,2.02
airbnb/knowledge-repo,activity,2025-07,month,2.02
airbnb/knowledge-repo,activity,2021-10-raw,other,0.72
airbnb/knowledge-repo,activity,2016Q3,quarter,33.73
airbnb/knowledge-repo,activity,2016Q4,quarter,172.33
airbnb/knowledge-repo,activity,2017Q1,quarter,97.05
airbnb/knowledge-repo,activity,2017Q2,quarter,75.92
airbnb/knowledge-repo,activity,2017Q3,quarter,79.72
airbnb/knowledge-repo,activity,2017Q4,quarter,73.67
airbnb/knowledge-repo,activity,2018Q1,quarter,54.46
airbnb/knowledge-repo,activity,2018Q2,quarter,92.63
airbnb/knowledge-repo,activity,2018Q3,quarter,60.71
airbnb/knowledge-repo,activity,2018Q4,quarter,49.92
airbnb/knowledge-repo,activity,2019Q1,quarter,52.79
airbnb/knowledge-repo,activity,2019Q2,quarter,27.95
airbnb/knowledge-repo,activity,2019Q3,quarter,7.73
airbnb/knowledge-repo,activity,2019Q4,quarter,11.87
airbnb/knowledge-repo,activity,2020Q1,quarter,33.53
airbnb/knowledge-repo,activity,2020Q2,quarter,77.06
airbnb/knowledge-repo,activity,2020Q3,quarter,24.65
airbnb/knowledge-repo,activity,2020Q4,quarter,23.17
airbnb/knowledge-repo,activity,2021Q1,quarter,12.47
airbnb/knowledge-repo,activity,2021Q2,quarter,6.22
airbnb/knowledge-repo,activity,2021Q3,quarter,22.92
airbnb/knowledge-repo,activity,2021Q4,quarter,4.43
airbnb/knowledge-repo,activity,2022Q1,quarter,32.56
airbnb/knowledge-repo,activity,2022Q2,quarter,34.08
airbnb/knowledge-repo,activity,2022Q3,quarter,10.06
airbnb/knowledge-repo,activity,2022Q4,quarter,32.68
airbnb/knowledge-repo,activity,2023Q1,quarter,72.33
airbnb/knowledge-repo,activity,2023Q2,quarter,8.5
airbnb/knowledge-repo,activity,2023Q3,quarter,7.93
airbnb/knowledge-repo,activity,2024Q3,quarter,2.02
airbnb/knowledge-repo,activity,2025Q3,quarter,2.02
airbnb/knowledge-repo,openrank,2016,year,40.8
airbnb/knowledge-repo,openrank,2017,year,136.5
airbnb/knowledge-repo,openrank,2018,year,67.9
airbnb/knowledge-repo,openrank,2019,year,25.69
airbnb/knowledge-repo,openrank,2020,year,41.55
airbnb/knowledge-repo,openrank,2021,year,14.18
airbnb/knowledge-repo,openrank,2022,year,36.8
airbnb/knowledge-repo,openrank,2023,year,25.27
airbnb/knowledge-repo,openrank,2024,year,0.51
airbnb/knowledge-repo,openrank,2025,year,0.31
airbnb/knowledge-repo,openrank,2016-09,month,2.79
airbnb/knowledge-repo,openrank,2016-10,month,7.73
airbnb/knowledge-repo,openrank,2016-11,month,13.05
airbnb/knowledge-repo,openrank,2016-12,month,17.23
airbnb/knowledge-repo,openrank,2017-01,month,16.12
airbnb/knowledge-repo,openrank,2017-02,month,15.46
airbnb/knowledge-repo,openrank,2017-03,month,10.35
airbnb/knowledge-repo,openrank,2017-04,month,8.17
airbnb/knowledge-repo,openrank,2017-05,month,11.16
airbnb/knowledge-repo,openrank,2017-06,month,8.39
airbnb/knowledge-repo,openrank,2017-07,month,14.27
airbnb/knowledge-repo,openrank,2017-08,month,11.06
airbnb/knowledge-repo,openrank,2017-09,month,11.04
airbnb/knowledge-repo,openrank,2017-10,month,9.55
airbnb/knowledge-repo,openrank,2017-11,month,11.04
airbnb/knowledge-repo,openrank,2017-12,month,9.89
airbnb/knowledge-repo,openrank,2018-01,month,7.63
airbnb/knowledge-repo,openrank,2018-02,month,4.11
airbnb/knowledge-repo,openrank,2018-03,month,6.39
airbnb/knowledge-repo,openrank,2018-04,month,4.98
airbnb/knowledge-repo,openrank,2018-05,month,8.31
airbnb/knowledge-repo,openrank,2018-06,month,7.89
airbnb/knowledge-repo,openrank,2018-07,month,5.75
airbnb/knowledge-repo,openrank,2018-08,month,2.94
airbnb/knowledge-repo,openrank,2018-09,month,4.98
airbnb/knowledge-repo,openrank,2018-10,month,7.16
airbnb/knowledge-repo,openrank,2018-11,month,2.22
airbnb/knowledge-repo,openrank,2018-12,month,5.55
airbnb/knowledge-repo,openrank,2019-01,month,4.72
airbnb/knowledge-repo,openrank,2019-02,month,3.39
airbnb/knowledge-repo,openrank,2019-03,month,3.22
airbnb/knowledge-repo,openrank,2019-04,month,2.05
airbnb/knowledge-repo,openrank,2019-05,month,3.02
airbnb/knowledge-repo,openrank,2019-06,month,2.57
airbnb/knowledge-repo,openrank,2019-07,month,2.06
airbnb/knowledge-repo,openrank,2019-08,month,1.24
airbnb/knowledge-repo,openrank,2019-09,month,1.13
airbnb/knowledge-repo,openrank,2019-10,month,0.67
airbnb/knowledge-repo,openrank,2019-11,month,1.63
airbnb/knowledge-repo,openrank,2020-01,month,1.0
airbnb/knowledge-repo,openrank,2020-02,month,2.21
airbnb/knowledge-repo,openrank,2020-03,month,2.94
airbnb/knowledge-repo,openrank,2020-04,month,2.02
airbnb/knowledge-repo,openrank,2020-05,month,5.94
airbnb/knowledge-repo,openrank,2020-06,month,5.58
airbnb/knowledge-repo,openrank,2020-07,month,4.43
airbnb/knowledge-repo,openrank,2020-08,month,4.71
airbnb/knowledge-repo,openrank,2020-09,month,3.15
airbnb/knowledge-repo,openrank,2020-10,month,4.33
airbnb/knowledge-repo,openrank,2020-11,month,3.6
airbnb/knowledge-repo,openrank,2020-12,month,1.63
airbnb/knowledge-repo,openrank,2021-01,month,1.92
airbnb/knowledge-repo,openrank,2021-02,month,1.55
airbnb/knowledge-repo,openrank,2021-03,month,1.31
airbnb/knowledge-repo,openrank,2021-05,month,1.12
airbnb/knowledge-repo,openrank,2021-06,month,0.97
airbnb/knowledge-repo,openrank,2021-07,month,1.15
airbnb/knowledge-repo,openrank,2021-08,month,2.71
airbnb/knowledge-repo,openrank,2021-09,month,1.32
airbnb/knowledge-repo,openrank,2021-10,month,1.0
airbnb/knowledge-repo,openrank,2021-11,month,0.93
airbnb/knowledge-repo,openrank,2021-12,month,0.52
airbnb/knowledge-repo,openrank,2022-01,month,0.51
airbnb/knowledge-repo,openrank,2022-02,month,1.48
airbnb/knowledge-repo,openrank,2022-03,month,2.38
airbnb/knowledge-repo,openrank,2022-04,month,3.49
airbnb/knowledge-repo,openrank,2022-05,month,5.56
airbnb/knowledge-repo,openrank,2022-06,month,5.2
airbnb/knowledge-repo,openrank,2022-07,month,1.49
airbnb/knowledge-repo,openrank,2022-08,month,3.99
airbnb/knowledge-repo,openrank,2022-10,month,3.03
airbnb/knowledge-repo,openrank,2022-11,month,4.17
airbnb/knowledge-repo,openrank,2022-12,month,5.49
airbnb/knowledge-repo,openrank,2023-01,month,5.15
airbnb/knowledge-repo,openrank,2023-02,month,7.41
airbnb/knowledge-repo,openrank,2023-03,month,6.4
airbnb/knowledge-repo,openrank,2023-04,month,3.67
airbnb/knowledge-repo,openrank,2023-07,month,1.3
airbnb/knowledge-repo,openrank,2023-08,month,1.34
airbnb/knowledge-repo,openrank,2024-09,month,0.51
airbnb/knowledge-repo,openrank,2025-07,month,0.31
airbnb/knowledge-repo,openrank,2021-10-raw,other,0.68
airbnb/knowledge-repo,openrank,2016Q3,quarter,2.79
airbnb/knowledge-repo,openrank,2016Q4,quarter,38.01
airbnb/knowledge-repo,openrank,2017Q1,quarter,41.93
airbnb/knowledge-repo,openrank,2017Q2,quarter,27.72
airbnb/knowledge-repo,openrank,2017Q3,quarter,36.37
airbnb/knowledge-repo,openrank,2017Q4,quarter,30.48
airbnb/knowledge-repo,openrank,2018Q1,quarter,18.12
airbnb/knowledge-repo,openrank,2018Q2,quarter,21.18
airbnb/knowledge-repo,openrank,2018Q3,quarter,13.67
airbnb/knowledge-repo,openrank,2018Q4,quarter,14.92
airbnb/knowledge-repo,openrank,2019Q1,quarter,11.32
airbnb/knowledge-repo,openrank,2019Q2,quarter,7.64
airbnb/knowledge-repo,openrank,2019Q3,quarter,4.42
airbnb/knowledge-repo,openrank,2019Q4,quarter,2.3
airbnb/knowledge-repo,openrank,2020Q1,quarter,6.15
airbnb/knowledge-repo,openrank,2020Q2,quarter,13.54
airbnb/knowledge-repo,openrank,2020Q3,quarter,12.28
airbnb/knowledge-repo,openrank,2020Q4,quarter,9.57
airbnb/knowledge-repo,openrank,2021Q1,quarter,4.77
airbnb/knowledge-repo,openrank,2021Q2,quarter,2.1
airbnb/knowledge-repo,openrank,2021Q3,quarter,5.18
airbnb/knowledge-repo,openrank,2021Q4,quarter,2.13
airbnb/knowledge-repo,openrank,2022Q1,quarter,4.37
airbnb/knowledge-repo,openrank,2022Q2,quarter,14.25
airbnb/knowledge-repo,openrank,2022Q3,quarter,5.48
airbnb/knowledge-repo,openrank,2022Q4,quarter,12.7
airbnb/knowledge-repo,openrank,2023Q1,quarter,18.97
airbnb/knowledge-repo,openrank,2023Q2,quarter,3.67
airbnb/knowledge-repo,openrank,2023Q3,quarter,2.63
airbnb/knowledge-repo,openrank,2024Q3,quarter,0.51
airbnb/knowledge-repo,openrank,2025Q3,quarter,0.31
airbnb/knowledge-repo,participants,2016,year,53.0
airbnb/knowledge-repo,participants,2017,year,93.0
airbnb/knowledge-repo,participants,2018,year,87.0
airbnb/knowledge-repo,participants,2019,year,53.0
airbnb/knowledge-repo,participants,2020,year,50.0
airbnb/knowledge-repo,participants,2021,year,27.0
airbnb/knowledge-repo,participants,2022,year,17.0
airbnb/knowledge-repo,participants,2023,year,12.0
airbnb/knowledge-repo,participants,2024,year,1.0
airbnb/knowledge-repo,participants,2025,year,1.0
airbnb/knowledge-repo,participants,2016-08,month,6.0
airbnb/knowledge-repo,participants,2016-09,month,7.0
airbnb/knowledge-repo,participants,2016-10,month,16.0
airbnb/knowledge-repo,participants,2016-11,month,31.0
airbnb/knowledge-repo,participants,2016-12,month,16.0
