quarter,section,role,exec,speaker,firm,words,lm_pos,lm_neg,lm_unc,lm_weak_modal,hedge_extra,n_numbers,n_fwd,text_head
2022Q1,qa,mgmt,ceo,Brian Chesky,,57,0,0,0,0,0,0,1,"Why is it sticky? So sorry, I just want to make sure I understand. Are you saying why like it was obvious why people were booking homes last year because people"
2022Q1,qa,analyst,analyst,Lee Horowitz,Deutsche Bank,3,0,0,0,0,0,0,0,They were traveling --
2022Q1,qa,mgmt,ceo,Brian Chesky,,392,2,1,3,3,0,1,0,"Why they're still sticky. OK. Got it. Yes. OK. I got it. And then let me do that, and then Dave, you can take the second question. So -- and I think it's import"
2022Q1,qa,mgmt,cfo,Dave Stephenson,,182,7,1,0,0,0,3,4,"You know, in terms of wage inflation, we did $1.5 billion of revenue in Q1 with just 6,200 people. And we don't need -- as I said, we actually have 16% fewer pe"
2022Q1,qa,analyst,analyst,Lee Horowitz,Deutsche Bank,6,2,0,0,0,0,0,0,Great. Incredibly helpful. Thank you both.
2022Q1,qa,operator,operator,Operator,,22,0,0,0,0,0,0,0,Thank you. That concludes the Q&A session. I would like to pass the conference back to Brian Chesky for additional remarks.
2022Q1,qa,mgmt,ceo,Brian Chesky,,110,6,0,1,1,0,2,2,"All right. Well, thank you all for joining us today. I'm incredibly proud of what we accomplished this quarter. We hit new records with nights and experiences b"
2022Q1,qa,operator,operator,Operator,,2,0,0,0,0,0,0,0,[Operator signoff]
2022Q2,prepared,operator,operator,Operator,,57,1,0,0,0,0,0,1,"Good afternoon, and thank you for joining Airbnb's earnings conference call for the second quarter of 2022. As a reminder, this conference call is being recorde"
2022Q2,prepared,ir,ir,Ellie Mertz,,263,1,0,4,1,0,0,5,"Good afternoon, and welcome to Airbnb's second quarter of 2022 earnings call. Thank you for joining us today. On the call today, we have Airbnb's co-founder and"
2022Q2,prepared,mgmt,ceo,Brian Chesky,,1027,29,7,13,11,0,33,8,"All right. Thank you, Ellie, and good afternoon, everyone. Thanks for joining. Our Q2 results demonstrate that Airbnb has achieved growth and profitability at s"
2022Q2,qa,operator,operator,Operator,,15,0,1,0,0,0,0,0,[Operator instructions] Our first question is from Lloyd Walmsley with UBS. Your line is open.
2022Q2,qa,analyst,analyst,Lloyd Walmsley,UBS,120,2,2,0,0,0,0,1,"Thanks a lot. Two questions, if I can. First, just it looks like room nights and experiences booked grew a little bit sequentially less in 2Q this year than it "
2022Q2,qa,mgmt,ceo,Brian Chesky,,36,0,1,0,0,0,0,0,"Thank you very much. Dave, why don't you take the first question about Q2, Q3 growth, and I can talk a little bit about how the launch from Airbnb Categories ha"
2022Q2,qa,mgmt,cfo,Dave Stephenson,,108,4,4,1,0,0,1,2,"Yeah. So our Q2 gross nights before the cancellations, they came in actually above our internal expectations. We did see some elevated cancellations in the back"
2022Q2,qa,mgmt,ceo,Brian Chesky,,237,2,3,1,0,0,3,1,"And just to answer the second question, just to give a little bit of background, for decades, travel search has worked the same way. There's a box, a search box"
2022Q2,qa,analyst,analyst,Lloyd Walmsley,UBS,3,0,0,0,0,0,0,0,OK. Thank you.
2022Q2,qa,operator,operator,Operator,,13,0,1,0,0,0,0,0,Our next question is from Mario Lu with Barclays. Your line is open.
2022Q2,qa,analyst,analyst,Mario Lu,Barclays,69,1,1,1,0,0,1,2,"Great. Thanks for taking my questions. So the first one is on new initiatives. So we look at the third quarter guidance, it seems like bookings is expected to c"
2022Q2,qa,mgmt,ceo,Brian Chesky,,183,4,0,0,0,0,1,0,"No. I mean we have a very consistent strategy. And our strategy is, number one, we want to unlock the next generation of hosts. We have 4 million hosts on Airbn"
2022Q2,qa,mgmt,cfo,Dave Stephenson,,97,3,1,0,0,0,3,0,"Yes. I'll double-check Brian's comment. Yes, I mean, we do really feel good about stable bookings in Q3. I mean, in particular, given we have long lead times th"
2022Q2,qa,analyst,analyst,Mario Lu,Barclays,62,1,1,1,0,0,1,0,"Great. And just a follow-up, speaking of APAC. You guys mentioned that the domestic business is trending down in China, which I believe you guys said was around"
2022Q2,qa,mgmt,ceo,Brian Chesky,,1,0,0,0,0,0,0,0,Dave?
2022Q2,qa,mgmt,cfo,Dave Stephenson,,173,2,1,0,0,0,1,3,"Yes. I mean the China business has been a small part of business overall. I mean, it's had less than a 1% impact on our revenue. One of the things that has been"
2022Q2,qa,analyst,analyst,Mario Lu,Barclays,3,1,0,0,0,0,0,0,"Great. Thanks, Dave."
2022Q2,qa,operator,operator,Operator,,15,0,1,0,0,0,0,0,Our next question is from Bernie McTernan with Needham and Company. Your line is open.
2022Q2,qa,analyst,analyst,Bernie McTernan,Needham,41,2,1,1,0,0,0,1,"Great. Thanks for taking the questions. ADRs are hanging in there better than feared, I believe, still expecting them to be up year over year. Can you just talk"
2022Q2,qa,mgmt,ceo,Brian Chesky,,1,0,0,0,0,0,0,0,Dave?
2022Q2,qa,mgmt,cfo,Dave Stephenson,,142,0,0,4,2,1,1,2,"Yeah. If you kind of rewind to what we've seen with ADRs back at the beginning of the pandemic, all of the increase was driven by mix, right? This initial resur"
2022Q2,qa,analyst,analyst,Bernie McTernan,Needham,44,0,1,1,1,0,0,0,"Got it. And then the dip in May and June from the earlier booking windows and then reacceleration in July, is that reacceleration for near-term bookings in term"
2022Q2,qa,mgmt,cfo,Dave Stephenson,,61,2,0,0,0,0,0,1,"Well, it's a bit of both. I mean, really, we have on the books for Q4 of this year, we have more nights on the books in Q4 than relative to the same kind of per"
2022Q2,qa,analyst,analyst,Bernie McTernan,Needham,4,0,0,0,0,0,0,0,Got it. Thank you.
2022Q2,qa,operator,operator,Operator,,15,0,1,0,0,0,0,0,Our next question is from Justin Patterson with KeyBanc Capital Markets. Your line is open.
2022Q2,qa,analyst,analyst,Justin Patterson,KeyBanc,81,3,0,1,1,0,0,0,"Great. Thank you. Two, if I can. Brian, when you look at host right now and just the friction to onboarding, what are you looking to really solve at this upcomi"
2022Q2,qa,mgmt,ceo,Brian Chesky,,14,0,0,0,0,0,0,0,"And just to confirm, you're talking about with this upcoming release, right, this winter?"
2022Q2,qa,analyst,analyst,Justin Patterson,KeyBanc,21,0,0,0,0,0,0,0,"Yes. Well, I mean it can be a little broader in there of just where the friction point on onboarding is?"
2022Q2,qa,mgmt,ceo,Brian Chesky,,469,12,4,4,3,0,3,7,"Yes. So that's a great question. Let me -- why don't I answer the first question and then, Dave, you can talk about margin improvement and then I can potentiall"
2022Q2,qa,mgmt,cfo,Dave Stephenson,,108,4,0,1,0,0,1,5,Yeah. Thanks. We're really proud of the progress we made to reduce our fixed costs and make improvements in our variable costs. We've really exercised disciplin
2022Q2,qa,analyst,analyst,Justin Patterson,KeyBanc,2,0,0,0,0,0,0,0,Thank you.
2022Q2,qa,operator,operator,Operator,,15,0,1,0,0,0,0,0,Our next question is from Doug Anmuth with J.P. Morgan. Your line is open.
2022Q2,qa,analyst,analyst,Doug Anmuth,JPMorgan,61,0,1,0,0,0,1,0,"Thanks for taking the questions. Just hoping you can talk a little bit about just kind of macro environment, just what you're seeing in terms of consumer activi"
2022Q2,qa,mgmt,ceo,Brian Chesky,,1,0,0,0,0,0,0,0,Dave?
2022Q2,qa,mgmt,cfo,Dave Stephenson,,313,9,0,1,1,0,2,0,"Sure. Well, if you start the macro environment, again, we are very pleased with our results despite any kind of macroeconomic. We're seeing strong demand here i"
2022Q2,qa,analyst,analyst,Doug Anmuth,JPMorgan,2,0,0,0,0,0,0,0,Thank you.
2022Q2,qa,operator,operator,Operator,,14,0,1,0,0,0,0,0,The next question is from Nick Jones with JMP Securities. Your line is open.
2022Q2,qa,analyst,analyst,Nick Jones,Citizens JMP,52,2,1,1,1,0,0,0,"Great. Thanks for taking the questions. Two -- I guess, first, can you just kind of give us an update on the I'm Flexible option and how that's kind of playing "
2022Q2,qa,mgmt,ceo,Brian Chesky,,329,1,1,3,2,0,1,7,"Yeah. Yeah. So, Nick, I'm Flexible, essentially with the product that we launched last year it really has two components. There's flexible dates to allow people"
2022Q2,qa,analyst,analyst,Nick Jones,Citizens JMP,45,0,0,0,0,0,0,0,"Yeah. And then, I guess a follow-up is in some of the areas that are outside of urban areas, less dense, less I guess, arguably activities. How are you thinking"
2022Q2,qa,mgmt,ceo,Brian Chesky,,12,0,0,0,0,0,0,0,Sorry. Can you elaborate outside of urban areas or So I'm trying --
2022Q2,qa,analyst,analyst,Nick Jones,Citizens JMP,32,0,0,0,0,0,0,0,"So like if you're in a rural area and there's less activities, arguably because there's less population, how are you adding -- looking to add more experiences f"
2022Q2,qa,mgmt,ceo,Brian Chesky,,247,10,3,2,1,0,0,0,"Oh, I see. Yeah. Well, it's a great question. So number one, Airbnb categories and the new products we're doing are great ways to highlight really interesting h"
2022Q2,qa,analyst,analyst,Nick Jones,Citizens JMP,2,1,0,0,0,0,0,0,Great. Thanks.
2022Q2,qa,mgmt,ceo,Brian Chesky,,1,0,0,0,0,0,0,0,Yep.
2022Q2,qa,operator,operator,Operator,,13,0,1,0,0,0,0,0,The next question is from James Lee with Mizuho. Your line is open.
2022Q2,qa,analyst,analyst,James Lee,Mizuho,74,1,3,3,2,0,1,0,"Great. Thanks for taking my question. And maybe as we look into FY '23, obviously, we have a lot of economic uncertainties here. Is the economy in the slowdown "
2022Q2,qa,mgmt,ceo,Brian Chesky,,7,0,0,0,0,0,0,0,"Dave, do you want to take that?"
2022Q2,qa,mgmt,cfo,Dave Stephenson,,288,4,1,3,3,0,1,7,"Sure. I think we've highlighted this a bit on the call that you don't know what the economy is going to bring, but we do know that Airbnb is resilient to almost"
2022Q2,qa,analyst,analyst,James Lee,Mizuho,4,1,0,0,0,0,0,0,Great. Thanks so much.
2022Q2,qa,operator,operator,Operator,,14,0,1,0,0,0,0,0,The next question is from Brian Fitzgerald with Wells Fargo. Your line is open.
2022Q2,qa,analyst,analyst,Brian Fitzgerald,Wells Fargo,68,0,0,3,3,0,0,0,"Thanks, guys. We wanted to ask about the recovery of supply that you continue to see, maybe particularly in urban areas. Are you seeing hosts who had come off t"
2022Q2,qa,mgmt,ceo,Brian Chesky,,7,0,0,0,0,0,0,0,"Dave, do you want to take this?"
2022Q2,qa,mgmt,cfo,Dave Stephenson,,250,2,2,2,2,0,7,0,"Yes. A couple of notes on the supply growth. We just continue to see strong supply growth. I think since 2019, our nights and experiences booked, they grew 24% "
2022Q2,qa,analyst,analyst,Brian Fitzgerald,Wells Fargo,5,0,0,0,0,0,0,0,"Awesome. Thanks, Dave. Appreciate it."
2022Q2,qa,operator,operator,Operator,,10,0,1,0,0,0,0,0,The next question is from Mark Mahaney with Evercore ISI.
2022Q2,qa,analyst,analyst,Mark Mahaney,Evercore ISI,95,1,1,2,0,0,0,0,"OK. I think I'll ask two questions. Just talk about the China outbound market and how you tap into that, how material that's been for you to date? And then on e"
2022Q2,qa,mgmt,ceo,Brian Chesky,,17,0,0,0,0,0,0,0,"Yes. Dave, why don't you take China, I can expand on the answer and I'll take experiences."
2022Q2,qa,mgmt,cfo,Dave Stephenson,,141,2,2,0,0,0,2,1,Yes. I mean we're very bullish on China over the longer term. I mean it's obviously been significantly impacted due to COVID. People are not traveling out on. I
2022Q2,qa,mgmt,ceo,Brian Chesky,,459,6,1,3,2,0,1,15,"Yes. I would just add to that, that we have absolutely seen in every other geography in the world that there is pent-up demand. In North America, there was pent"
2022Q2,qa,analyst,analyst,Mark Mahaney,Evercore ISI,7,0,0,0,0,0,0,0,"OK. Thank you, Brian. Thank you, David."
2022Q2,qa,operator,operator,Operator,,13,0,1,0,0,0,0,0,Our next question is from John Colantuoni with Jefferies. Your line is open.
2022Q2,qa,analyst,analyst,John Colantuoni,Jefferies,64,0,1,2,2,0,0,2,"Thanks for taking my questions. So last quarter, you mentioned an expectation for marketing as a percentage of revenue to remain relatively flat compared to 202"
2022Q2,qa,mgmt,ceo,Brian Chesky,,1,0,0,0,0,0,0,0,Dave?
2022Q2,qa,mgmt,cfo,Dave Stephenson,,30,0,0,1,0,0,0,4,Yes. The short answer is we anticipate marketing as a percentage of revenue in 2022 will be consistent with 2021. So a very modest increase in the back half of 
2022Q2,qa,analyst,analyst,John Colantuoni,Jefferies,55,2,1,0,0,0,0,3,OK. Great. And second question on take rate. It looks like outlook for the third quarter implies a take rate that's better than what we were expecting and up a 
2022Q2,qa,mgmt,cfo,Dave Stephenson,,32,0,0,1,0,0,0,0,Yes. The underlying kind of if you shifted take rate is unchanged. So any of the variation in take rate is just a timing difference between revenue stays versus
2022Q2,qa,analyst,analyst,John Colantuoni,Jefferies,3,1,0,0,0,0,0,0,Great. Thank you.
2022Q2,qa,operator,operator,Operator,,14,0,1,0,0,0,0,0,Our next question is from Stephen Ju with Credit Suisse. Your line is open.
2022Q2,qa,analyst,analyst,Stephen Ju,Credit Suisse,144,2,2,2,1,0,0,0,"Thank you. So, Brian, I think you yourself signed up to be a digital Nomad and joined your employees who could not, I guess, work from anywhere. So -- is there "
2022Q2,qa,mgmt,ceo,Brian Chesky,,401,6,2,1,0,0,0,2,"Yes. So why don't I take the first question on really remote work. So in April, we announced that Airbnb employees can live and work anywhere. And why do we do "
2022Q2,qa,mgmt,cfo,Dave Stephenson,,165,4,0,5,2,0,3,2,"Great. And then relative to cohorts, what we're starting to see is we believe, to start with, that we have some of the highest guest retention rates in travel. "
2022Q2,qa,analyst,analyst,Stephen Ju,Credit Suisse,2,0,0,0,0,0,0,0,Thank you.
2022Q2,qa,operator,operator,Operator,,13,0,1,0,0,0,0,0,The next question is from Kevin Kopelman with Cowen. Your line is open.
2022Q2,qa,analyst,analyst,Kevin Kopelman,TD Cowen,36,0,1,1,1,0,0,0,"Thanks. Can you give us a sense of what listings growth looks like at ex the China shutdown? And then qualitatively, if you could talk about the key drivers and"
2022Q2,qa,mgmt,ceo,Brian Chesky,,7,0,0,0,0,0,0,0,"Dave, do you want to take that?"
2022Q2,qa,mgmt,cfo,Dave Stephenson,,57,2,0,0,0,0,1,0,"Yeah. Yeah. I mean in terms of the growth, what we've stated is that we're still well above 6 million active listings, even excluding the takedown of the China "
2022Q2,qa,analyst,analyst,Kevin Kopelman,TD Cowen,8,0,0,0,0,0,0,0,Did you give the number of China listings?
2022Q2,qa,mgmt,cfo,Dave Stephenson,,9,0,0,0,0,0,0,0,We have not specifically mentioned the China listings now.
2022Q2,qa,analyst,analyst,Kevin Kopelman,TD Cowen,56,0,2,2,0,0,0,2,"OK. Thanks. And then just a quick follow-up on -- so on the Q2 guide, you talked about slowing later in the quarter, but you were still pretty much on your -- w"
2022Q2,qa,mgmt,cfo,Dave Stephenson,,62,1,0,0,0,0,0,1,"Well, if anything, what we're seeing is acceleration in the business here in July and actually kind of a very stable overall nights booked growth for the quarte"
2022Q2,qa,analyst,analyst,Kevin Kopelman,TD Cowen,3,0,0,0,0,0,0,0,OK. Thank you.
2022Q2,qa,operator,operator,Operator,,14,0,1,0,0,0,0,0,The next question is from Brian Nowak with Morgan Stanley. Your line is open.
2022Q2,qa,analyst,analyst,Brian Nowak,Morgan Stanley,143,0,1,0,0,0,0,2,"I have two. The first one, just any update on the number of I'm Flexible queries or sort of how big that's gotten? I know it's a number that you all were disclo"
2022Q2,qa,mgmt,cfo,Dave Stephenson,,254,6,1,2,2,0,1,1,"Yeah. I mean we're continuing to see just really strong growth in our new guests. Obviously, looking at kind of new gas or new guest retention, which is one of "
2022Q2,qa,mgmt,ceo,Brian Chesky,,203,3,1,7,6,0,0,1,"Yes. Maybe I'll just -- Brian, maybe I'll add a little bit of context. It's good to remember that before the pandemic, our bread and butter was cross-border and"
2022Q2,qa,analyst,analyst,Brian Nowak,Morgan Stanley,2,0,0,0,0,0,0,0,Thank you.
2022Q2,qa,operator,operator,Operator,,14,0,1,0,0,0,0,0,The next question is from Naved Khan with Truist Securities. Your line is open.
2022Q2,qa,analyst,analyst,Naved Khan,Truist,68,1,1,2,1,0,2,0,Yeah. Thanks. I'm really surprised by the continued strength in North America and in the U.S. I think you talked about a 37% growth in Nights and Experiences ve
2022Q2,qa,mgmt,ceo,Brian Chesky,,1,0,0,0,0,0,0,0,Dave?
2022Q2,qa,mgmt,cfo,Dave Stephenson,,99,3,2,1,1,0,0,0,"Yes. I mean EMEA is still lagging behind the acceleration that we've seen in North America. We think that, that is actually one of the opportunities for future "
2022Q2,qa,analyst,analyst,Naved Khan,Truist,46,1,0,2,2,0,0,1,"And then maybe just as a follow-up. So if I have to think about the back half and the advertising channels, do you see opportunity to increase the branded ad sp"
2022Q2,qa,mgmt,cfo,Dave Stephenson,,174,7,1,2,2,0,1,2,"Well, again, I think we have a very -- a modest increase in our overall marketing spend in the back half of the year. We're very happy with the approach to our "
2022Q2,qa,analyst,analyst,Naved Khan,Truist,2,0,0,0,0,0,0,0,Thank you.
2022Q2,qa,operator,operator,Operator,,13,0,1,0,0,0,0,0,The next question is from Jed Kelly with Oppenheimer. Your line is open.
2022Q2,qa,analyst,analyst,Jed Kelly,Oppenheimer,123,2,2,2,1,0,0,2,"OK. Great. Thanks for taking my question. Two, if I may. Just one on the nonurban listings, it continues to grow well, and you're adding a lot of supply. Can yo"
