adsh,tag,version,ddate,qtrs,uom,segments,coreg,value,footnote
0000086521-10-000019,DeferredIncomeTaxesAndTaxCredits,us-gaap/2009,20091231,4,USD,LegalEntity=PacificEnterprises;,PacificEnterprises,72000000.0000,
0000950123-10-029809,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2009,20071231,0,USD,EquityComponents=AccumulatedOtherComprehensiveIncome;,,1320000000.0000,
0000950123-10-010528,ShareBasedCompensation,us-gaap/2009,20071231,4,USD,,,123129000.0000,
0001193125-10-040142,OtherComprehensiveIncomeOtherNetOfTax,0001193125-10-040142,20081231,4,USD,,,0.0000,
0001193125-10-025517,TotalOtherAssets,0001193125-10-025517,20091231,0,USD,,,46218000.0000,
0001193125-10-052794,TreasuryStockShares,us-gaap/2009,20091231,0,shares,,,9000000.0000,
0001193125-10-043086,OtherAssetsCurrent,us-gaap/2009,20081231,0,USD,,,202000000.0000,
0001193125-10-041735,NetIncomeLossAttributableToNoncontrollingInterest,us-gaap/2009,20081231,4,USD,,,260000000.0000,
0000950123-10-019083,RepaymentsOfLongTermDebtAndCapitalSecurities,us-gaap/2009,20091231,4,USD,,,13714000.0000,
0001193125-10-031419,NetCashProvidedByUsedInInvestingActivities,us-gaap/2009,20071231,4,USD,,,-791448000.0000,
0001193125-10-044584,ProvisionForLoanAndLeaseLosses,us-gaap/2009,20091231,4,USD,,,57000000.0000,
0001047469-10-001174,Receivables,0001047469-10-001174,20081231,0,USD,,,3887000000.0000,
0000950123-10-018176,RestrictedStockDividend,0000950123-10-018176,20071231,4,USD,,,-8000.0000,
0001193125-10-068566,OtherNonoperatingIncomeExpense,us-gaap/2009,20090228,1,USD,,,13673000.0000,
0000950123-10-018160,OtherNoncashExpense,us-gaap/2009,20071231,4,USD,,,2765000.0000,
0001193125-10-039749,PaymentsToExploreAndDevelopOilAndGasProperties,us-gaap/2009,20081231,4,USD,,,1116715000.0000,
0001193125-10-044561,InterestExpense,us-gaap/2009,20081231,4,USD,,,2825000.0000,
0000950123-10-019484,OtherComprehensiveIncomeReclassificationAdjustmentOnDerivativesIncludedInNetIncomeTax,us-gaap/2009,20071231,4,USD,,,-65000000.0000,
0001193125-10-042997,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,us-gaap/2009,20071231,4,USD,,,152700000.0000,
0001047469-10-001605,IncreaseDecreaseInOtherOperatingLiabilities,us-gaap/2009,20091231,4,USD,,,-395000000.0000,
0001193125-10-043079,IncreaseDecreaseInOtherOperatingLiabilities,us-gaap/2009,20091231,4,USD,,,-100000000.0000,
0000950123-10-029090,OperatingExpenses,us-gaap/2009,20100228,1,USD,,,897346000.0000,
0001031296-10-000011,OperatingExpenses,us-gaap/2009,20081231,4,USD,,,3045000000.0000,
0001193125-10-038679,PaymentsOfDividendsCommonStock,us-gaap/2009,20091231,4,USD,,,108000000.0000,
0001047469-10-001536,NetCashProvidedByUsedInFinancingActivities,us-gaap/2009,20081231,4,USD,,,671026000.0000,
0001193125-10-073247,OperatingIncomeLoss,us-gaap/2009,20090131,4,USD,,,165176000.0000,
0000950123-10-011337,IncomeTaxesPaidNet,us-gaap/2009,20071231,4,USD,,,91600000.0000,
0001193125-10-039749,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,us-gaap/2009,20071231,4,USD,,,268499000.0000,
0001398432-10-000148,OtherMinorityInterests,us-gaap/2009,20091231,0,USD,,,100304000.0000,
0000702165-10-000049,NetCashProvidedByUsedInOperatingActivities,us-gaap/2009,20071231,4,USD,,,2333000000.0000,
0001031296-10-000011,NetCashProvidedByUsedInOperatingActivities,us-gaap/2009,20071231,4,USD,,,1699000000.0000,
0000950123-10-018284,PaymentsToAcquireAvailableForSaleSecuritiesEquity,us-gaap/2009,20081231,4,USD,,,1494000000.0000,
0001193125-10-040838,PaymentsForAdvanceToAffiliate,us-gaap/2009,20071231,4,USD,,,0.0000,
0000065984-10-000041,UtilityRevenue,us-gaap/2009,20091231,4,USD,,,10745650000.0000,
0000950123-10-026283,LiabilitiesCurrent,us-gaap/2009,20100228,0,USD,,,4372000000.0000,
0000950123-10-017899,LongTermInvestments,us-gaap/2009,20091231,0,USD,,,55000000.0000,
0000950123-10-009307,GeneralAndAdministrativeExpense,us-gaap/2009,20081231,3,USD,,,261000000.0000,
0001193125-10-040508,IncomeTaxesPaid,us-gaap/2009,20081231,4,USD,,,952000000.0000,
0001193125-10-020962,IncomeLossFromEquityMethodInvestments,us-gaap/2009,20091231,1,USD,,,58000000.0000,
0001104659-10-010302,IncreaseDecreaseInAccountsPayable,us-gaap/2009,20071231,4,USD,,,-10000000.0000,
0001193125-10-072909,NetIncomeLoss,us-gaap/2009,20091231,4,USD,,,-950000.0000,
0000950123-10-018679,MarketableSecuritiesNoncurrent,us-gaap/2009,20081231,0,USD,,,6491300000.0000,
0001193125-10-023041,Liabilities,us-gaap/2009,20091231,0,USD,,,14236000000.0000,
0000950123-10-017631,DeferredTaxAssetsNetCurrent,us-gaap/2009,20081231,0,USD,,,77400000.0000,
0001014739-10-000004,SurrenderOfStockToSatisfyMinimumTaxWithholding,0001014739-10-000004,20081231,4,USD,EquityComponents=TreasuryStock;,,-889000.0000,
0001104659-10-007295,TreasuryStockValueAcquiredCostMethod,us-gaap/2009,20081231,4,USD,EquityComponents=TreasuryStock;,,1603000000.0000,
0000950123-10-017899,IssuanceOfCommonAndRestrictedStockValue,0000950123-10-017899,20081231,4,USD,,,20000000.0000,
0000950123-10-014958,EarningsLossPerShareBasicAndDiluted,0000950123-10-014958,20091231,4,USD,,,3.9400,
0001193125-10-021684,WeightedAverageNumberOfSharesOutstandingBasic,us-gaap/2009,20081231,1,shares,,,256212000.0000,
0000950123-10-017170,CommonStock,0000950123-10-017170,20091231,0,USD,,,2000000.0000,
0000950123-10-028780,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2009,20081231,0,USD,,,5941000000.0000,
0000950123-10-016425,PaymentsToMinorityShareholders,us-gaap/2009,20081231,4,USD,,,110100000.0000,
0001193125-10-040444,StockholdersEquity,us-gaap/2009,20061231,0,USD,,,5008000000.0000,
0001193125-10-038642,ShortTermBorrowings,us-gaap/2009,20081231,0,USD,,,0.0000,
0001193125-10-052794,TreasuryStockValueNetAcquiredReissued,0001193125-10-052794,20071231,4,USD,,,665000000.0000,
0001047469-10-002469,PaymentsOfDividendsFromCommonStockOrEarnings,0001047469-10-002469,20071231,4,USD,,,449000000.0000,
0001056358-10-000020,IncreaseDecreaseInCommissionsAndIncentivesPayable,0001056358-10-000020,20071231,4,USD,,,-4430000.0000,
0001193125-10-052764,TreasuryStockValue,us-gaap/2009,20091231,0,USD,,,3000000.0000,
0001193125-10-043035,ProceedsFromRepaymentsofCommercialPaper,0001193125-10-043035,20081231,4,USD,,,998700000.0000,
0001193125-10-025672,PaymentsToAcquireProceedsFromRepaymentOfNotesReceivable,0001193125-10-025672,20081231,1,USD,,,169000.0000,
0001047469-10-001512,ResultsOfOperationsTransportationCosts,us-gaap/2009,20081231,4,USD,,,38107000.0000,
0000950123-10-017177,StockIssuedDuringPeriodValueShareBasedCompensation,us-gaap/2009,20071231,4,USD,,,255900000.0000,
0000950123-10-014582,PreferredStockValue,us-gaap/2009,20081231,0,USD,,,567463000.0000,
0000899689-10-000004,OtherLiabilitiesNoncash,0000899689-10-000004,20091231,4,USD,,,0.0000,
0000950123-10-000408,AdvancesFromInsuranceCarriers,0000950123-10-000408,20081130,2,USD,,,0.0000,
0000821189-10-000011,RealizedGainsLosses,0000821189-10-000011,20081231,4,USD,,,-136625000.0000,
0001167379-10-000044,MinorityInterestDecreaseFromRedemptions,us-gaap/2009,20091231,4,USD,,,-12000000.0000,
0000950123-10-017111,OtherCostOfServices,us-gaap/2009,20071231,4,USD,,,850934000.0000,
0001047469-10-002073,ProceedsFromRepaymentsOfShortTermDebt,us-gaap/2009,20090131,1,USD,,,57000000.0000,
0000950123-10-019490,ProceedsFromIssuanceOfCommonStock,us-gaap/2009,20081231,4,USD,,,13972000.0000,
0001193125-10-041949,TreasuryStockValueAcquiredCostMethod,us-gaap/2009,20071231,4,USD,,,1124000000.0000,
0001047469-10-001644,TreasuryStockValueAcquiredCostMethod,us-gaap/2009,20081231,4,USD,,,132906000.0000,
0000821189-10-000011,PaymentsToAcquireOtherPropertyPlantAndEquipment,us-gaap/2009,20081231,4,USD,,,476611000.0000,
0000950123-10-016787,InterestExpense,us-gaap/2009,20091231,4,USD,,,68750000.0000,
0000950123-10-030164,PaymentsToAcquirePropertyPlantAndEquipment,us-gaap/2009,20080131,4,USD,,,175569000.0000,
0001047469-10-001610,OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodTax,us-gaap/2009,20091231,4,USD,,,9000000.0000,
0001047469-10-001607,IncreaseDecreaseInRestrictedCashForOperatingActivities,us-gaap/2009,20091231,4,USD,,,69000000.0000,
0000950123-10-016613,ResearchAndDevelopmentExpense,us-gaap/2009,20091231,4,USD,,,135000000.0000,
0001047469-10-001604,PublicUtilitiesPropertyPlantAndEquipmentConstructionWorkInProgress,us-gaap/2009,20091231,0,USD,,,2701000000.0000,
0001193125-10-040826,IncreaseDecreaseInOtherOperatingLiabilities,us-gaap/2009,20071231,4,USD,,,5318000.0000,
0001193125-10-053838,OperatingExpenses,us-gaap/2009,20080131,4,USD,,,556800000.0000,
0001047469-10-001605,OtherLiabilitiesNoncurrent,us-gaap/2009,20081231,0,USD,,,902000000.0000,
0001193125-10-027258,ProceedsFromSaleMaturityAndCollectionsOfInvestments,us-gaap/2009,20081231,4,USD,,,11600000.0000,
0001193125-10-037551,ProceedsFromSaleMaturityAndCollectionsOfInvestments,us-gaap/2009,20081231,4,USD,,,737000000.0000,
0000950123-10-017093,AccountsPayableOtherCurrent,us-gaap/2009,20091231,0,USD,,,486000000.0000,
0000086521-10-000019,PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesNoncurrent,us-gaap/2009,20081231,0,USD,LegalEntity=PacificEnterprises;,PacificEnterprises,823000000.0000,
0000950123-10-016370,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,us-gaap/2009,20071231,4,USD,EquityComponents=AccumulatedOtherComprehensiveIncome;,,11000000.0000,
0001193125-10-041685,StockIssuedDuringPeriodValueTreasuryStockReissued,us-gaap/2009,20071231,4,USD,EquityComponents=TreasuryStock;,,1000000.0000,
0000950123-10-019343,StockholdersEquity,us-gaap/2009,20061231,0,USD,EquityComponents=TreasuryStock;,,0.0000,
0001193125-10-041278,AdjustmentIncomeLossFromEquityMethodInvestments,0001193125-10-041278,20091231,4,USD,Scenario=ResidentialRealEstateDeveloper;,,8000000.0000,
0001193125-10-037551,CommonStockParOrStatedValuePerShare,us-gaap/2009,20081231,0,USD,ClassOfStock=CommonClassA;,,0.0100,
0001047469-10-000401,ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2009,20091231,1,USD,EquityComponents=ComprehensiveIncome;,,211000000.0000,
0001061219-10-000011,PartnersCapitalAccountOptionExercise,us-gaap/2009,20081231,4,USD,PartnerTypeOfPartnersCapitalAccount=GeneralPartner;,,0.0000,
0001193125-10-039013,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2009,20081231,0,USD,EquityComponents=Parent;,,3393000000.0000,
0001193125-10-032740,NetIncomeLoss,us-gaap/2009,20090131,2,USD,EquityComponents=Parent;,,3705000000.0000,
0000950123-10-016425,PreferredStockValue,us-gaap/2009,20081231,0,USD,EquityComponents=PerpetualPreferredStock;,,0.0000,
0001193125-10-044592,MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,us-gaap/2009,20081231,4,USD,EquityComponents=NoncontrollingInterest;,,3200000.0000,
0000922224-10-000012,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2009,20081231,0,USD,EquityComponents=RetainedEarnings;,,3862000000.0000,
0000950123-10-016801,StockholdersEquity,us-gaap/2009,20091231,0,USD,LegalEntity=ParentCompany;EquityComponents=AdditionalPaidInCapital;,,1369000000.0000,
0001193125-10-034065,ProfitLoss,us-gaap/2009,20091231,4,USD,EquityComponents=RetainedEarnings;,,1462532000.0000,
0001041061-10-000011,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2009,20091231,0,USD,EquityComponents=RetainedEarnings;,,996000000.0000,
0000037748-10-000014,AdjustmentsToAdditionalPaidInCapitalEquityComponentOfConvertibleDebt,us-gaap/2009,20081231,4,USD,EquityComponents=CommonStock;,,0.0000,
0001094093-10-000021,SharesIssued,us-gaap/2009,20091231,0,shares,EquityComponents=CommonStock;,,281000000.0000,
0001047469-10-000976,StockIssuedDuringPeriodSharesShareBasedCompensation,us-gaap/2009,20091231,4,shares,EquityComponents=CommonStock;,,3900000.0000,
0001193125-10-037944,SharesIssued,us-gaap/2009,20061231,0,shares,EquityComponents=CommonStock;,,238156000.0000,
0001193125-10-061876,IncreaseDecreaseInPrepaidIncomeTaxes,0001193125-10-061876,20080930,4,USD,,,-74408000.0000,
0001047469-10-002073,PreferredStockSharesAuthorized,us-gaap/2009,20091031,0,shares,,,300000000.0000,
0001047469-10-001324,GainLossOnSaleOfAssetsAndInterestsInUnconsolidatedEntities,0001047469-10-001324,20071231,4,USD,,,92044000.0000,
0001193125-10-016470,CostOfOnboardAndOther,0001193125-10-016470,20091130,4,USD,,,461000000.0000,
0001370368-10-000015,OtherLiabilitiesAtFairValue,0001370368-10-000015,20081231,0,CHF,,,24362000000.0000,
0001193125-10-043450,ProceedsFromSaleOfMarketableSecuritiesEquitySecurities,0001193125-10-043450,20081231,4,USD,,,6840000000.0000,
0000950123-10-016029,TradingDerivativeLiabilities,0000950123-10-016029,20091231,0,USD,,,125071000000.0000,
0001193125-10-043126,OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,us-gaap/2009,20091231,4,USD,,,97600000.0000,
0000950123-10-029721,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,us-gaap/2009,20071231,4,JPY,,,190000000.0000,
0001193125-10-073247,ShareBasedCompensation,us-gaap/2009,20100131,4,USD,,,126599000.0000,
0000950123-10-013437,RepaymentsOfNotesPayable,us-gaap/2009,20091231,4,USD,,,0.0000,
0001104659-10-013535,RestrictedCashAndCashEquivalentsNoncurrent,us-gaap/2009,20091031,0,USD,,,1566000000.0000,
0000950123-10-017084,PaymentsOfDebtIssuanceCosts,us-gaap/2009,20071231,4,USD,,,0.0000,
0000950123-10-000408,ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2009,20081130,1,USD,,,72200000.0000,
0000950123-10-017631,IncreaseDecreaseInOtherOperatingAssets,us-gaap/2009,20071231,4,USD,,,-57900000.0000,
0001193125-10-026625,IntangibleAssetsNetExcludingGoodwill,us-gaap/2009,20081231,0,USD,,,728855000.0000,
0001193125-10-068571,CommonStockDividendsPerShareCashPaid,us-gaap/2009,20090131,4,USD,,,0.6000,
0000104207-10-000039,IncreaseDecreaseInAccruedIncomeTaxesPayable,us-gaap/2009,20090228,2,USD,,,291000000.0000,
0001193125-10-035167,DividendsPayableCurrent,us-gaap/2009,20081231,0,USD,,,617000000.0000,
0001193125-10-038294,DeferredTaxLiabilitiesNoncurrent,us-gaap/2009,20081231,0,USD,,,700000000.0000,
0001047469-10-001456,Assets,us-gaap/2009,20091231,0,USD,,,18260000000.0000,
0001193125-10-025949,Assets,us-gaap/2009,20091231,0,USD,,,69314000000.0000,
0001193125-10-043173,AccruedInvestmentIncomeReceivable,us-gaap/2009,20081231,0,USD,,,650000000.0000,
0001104659-10-007860,DeferredIncomeTaxExpenseBenefit,us-gaap/2009,20091231,4,USD,,,234776000.0000,
0001193125-10-068571,DeferredTaxLiabilitiesNoncurrent,us-gaap/2009,20100131,0,USD,,,213000000.0000,
0000950123-10-014092,AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,us-gaap/2009,20081231,4,USD,,,2224000.0000,
0000950123-10-018216,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2009,20091231,0,USD,EquityComponents=AccumulatedOtherComprehensiveIncome;,,-127300000.0000,
0000950123-10-015884,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2009,20081231,0,USD,EquityComponents=AccumulatedOtherComprehensiveIncome;,,77507000.0000,
0000950123-10-018180,OtherComprehensiveIncomeDerivativesQualifyingAsHedgesTaxEffectPeriodIncreaseDecrease,us-gaap/2009,20081231,4,USD,EquityComponents=AccumulatedOtherComprehensiveIncome;,,12000000.0000,
0001193125-10-028165,OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPeriodIncreaseDecrease,us-gaap/2009,20071231,4,USD,EquityComponents=AccumulatedOtherComprehensiveIncome;,,16000000.0000,
0001061219-10-000011,TotalEquity,0001061219-10-000011,20091231,0,USD,PartnerTypeOfPartnersCapitalAccount=NoncontrollingInterest;,,530200000.0000,
0001193125-10-043086,TransferOfSharesShares,0001193125-10-043086,20091231,4,shares,EquityComponents=SharesHeldInTrust;,,0.0000,
0001047469-10-002469,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2009,20081231,0,USD,EquityComponents=TreasuryStock;,,-900000000.0000,
0000930413-10-000784,StockIssuedDuringPeriodValueCommonStockContributedToPensionPlans,0000930413-10-000784,20081231,4,USD,EquityComponents=TreasuryStock;,,290000000.0000,
0000950123-10-017877,NetChangeInDeferredCompensationAndRelatedPlans,0000950123-10-017877,20091231,4,USD,EquityComponents=TreasuryStock;,,-17000000.0000,
0000277135-10-000011,StockIssuedDuringPeriodValueStockOptionsExercised,us-gaap/2009,20071231,4,USD,EquityComponents=TreasuryStock;,,133491000.0000,
0000040545-10-000010,CostOfGoodsSold,us-gaap/2009,20081231,4,USD,LegalEntity=SubsidiariesGECS;,SubsidiariesGECS,1517000000.0000,
0001193125-10-041278,PaymentsToAcquireTimberlands,0001193125-10-041278,20071231,4,USD,Scenario=ResidentialRealEstateDeveloper;,,0.0000,
0000891092-10-000656,OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPeriodIncreaseDecrease,us-gaap/2009,20081231,4,USD,EquityComponents=Parent;,,11100000.0000,
0000950123-10-017647,StockIssuedDuringPeriodValueNewIssues,us-gaap/2009,20091231,4,USD,EquityComponents=Parent;,,8000000.0000,
0001004980-10-000015,NetIncomeLoss,us-gaap/2009,20091231,4,USD,EquityComponents=Parent;,,1220000000.0000,
0000086521-10-000019,InterestPaidNet,us-gaap/2009,20071231,4,USD,LegalEntity=SouthernCaliforniaGasCompany;,SouthernCaliforniaGasCompany,66000000.0000,
0000950123-10-013437,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2009,20081231,0,USD,EquityComponents=NoncontrollingInterest;,,160000000.0000,
0000950123-10-027743,MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,us-gaap/2009,20090531,4,USD,EquityComponents=NoncontrollingInterest;,,-10500000.0000,
0001193125-10-043126,StockBasedAwardActivityValue,0001193125-10-043126,20071231,4,USD,EquityComponents=RetainedEarnings;,,-700000.0000,
0000950123-10-018464,CumulativeEffectOfInitialAdoptionOfFIN48,us-gaap/2009,20071130,4,USD,EquityComponents=RetainedEarnings;,,-201000000.0000,
0001193125-10-016098,StockIssuedDuringPeriodValueShareBasedCompensation,us-gaap/2009,20091231,4,USD,EquityComponents=AdditionalPaidInCapital;,,349000000.0000,
0001193125-10-044561,StockholdersEquity,us-gaap/2009,20081231,0,USD,EquityComponents=TreasuryStock;,,0.0000,
0001193125-10-040175,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2009,20071231,0,USD,EquityComponents=TreasuryStock;,,-4367200000.0000,
0001193125-10-030603,ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2009,20071231,4,USD,EquityComponents=Parent;,,703000000.0000,
0001398432-10-000148,Dividends,us-gaap/2009,20081231,4,USD,EquityComponents=Parent;,,-488069000.0000,
0000950123-10-019204,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,us-gaap/2009,20081231,4,USD,EquityComponents=Parent;,,269822000.0000,
0001193125-10-041006,ProfitLoss,us-gaap/2009,20091231,4,USD,EquityComponents=NoncontrollingInterest;,,1097000000.0000,
0000086521-10-000019,ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2009,20071231,4,USD,LegalEntity=SouthernCaliforniaGasCompany;,SouthernCaliforniaGasCompany,232000000.0000,
0000950123-10-018122,StockholdersEquity,us-gaap/2009,20091231,0,USD,EquityComponents=RetainedEarnings;,,2401606000.0000,
0001193125-10-037170,StockIssuedDuringPeriodValueRestrictedStockAwardNetOfForfeitures,us-gaap/2009,20081231,4,USD,EquityComponents=RetainedEarnings;,,-450000.0000,
0000950123-10-011711,ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2009,20091231,4,USD,EquityComponents=RetainedEarnings;,,68000000.0000,
0001047469-10-001536,DebtInstrumentUnamortizedDiscount,us-gaap/2009,20081231,0,USD,LegalEntity=NspWisconsin;,NspWisconsin,2233000.0000,
0001193125-10-042898,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2009,20091231,0,USD,EquityComponents=AdditionalPaidInCapital;,,6738000000.0000,
0001144204-10-009642,CommonStockSharesOutstanding,us-gaap/2009,20081231,0,shares,EquityComponents=CommonStock;,,200363000.0000,
