period,property,measure,value
2021-02,Lodges & boutique accommodation,Domestic guest nights,131700.0
2021-03,Lodges & boutique accommodation,Domestic guest nights,126800.0
2021-04,Lodges & boutique accommodation,Domestic guest nights,150800.0
2021-05,Lodges & boutique accommodation,Domestic guest nights,104300.0
2021-06,Lodges & boutique accommodation,Domestic guest nights,94800.0
2021-07,Lodges & boutique accommodation,Domestic guest nights,125700.0
2021-08,Lodges & boutique accommodation,Domestic guest nights,68500.0
2021-09,Lodges & boutique accommodation,Domestic guest nights,51700.0
2021-10,Lodges & boutique accommodation,Domestic guest nights,92900.0
2021-11,Lodges & boutique accommodation,Domestic guest nights,82900.0
2021-12,Lodges & boutique accommodation,Domestic guest nights,116700.0
2022-01,Lodges & boutique accommodation,Domestic guest nights,161400.0
2022-02,Lodges & boutique accommodation,Domestic guest nights,118200.0
2022-03,Lodges & boutique accommodation,Domestic guest nights,120700.0
2022-04,Lodges & boutique accommodation,Domestic guest nights,153600.0
2022-05,Lodges & boutique accommodation,Domestic guest nights,83600.0
2022-06,Lodges & boutique accommodation,Domestic guest nights,90900.0
2022-07,Lodges & boutique accommodation,Domestic guest nights,98000.0
2022-08,Lodges & boutique accommodation,Domestic guest nights,79800.0
2022-09,Lodges & boutique accommodation,Domestic guest nights,91900.0
2022-10,Lodges & boutique accommodation,Domestic guest nights,110200.0
2022-11,Lodges & boutique accommodation,Domestic guest nights,128700.0
2022-12,Lodges & boutique accommodation,Domestic guest nights,136500.0
2023-01,Lodges & boutique accommodation,Domestic guest nights,139500.0
2023-02,Lodges & boutique accommodation,Domestic guest nights,125700.0
2023-03,Lodges & boutique accommodation,Domestic guest nights,141600.0
2023-04,Lodges & boutique accommodation,Domestic guest nights,127100.0
2023-05,Lodges & boutique accommodation,Domestic guest nights,83600.0
2023-06,Lodges & boutique accommodation,Domestic guest nights,82600.0
2023-07,Lodges & boutique accommodation,Domestic guest nights,86600.0
2023-08,Lodges & boutique accommodation,Domestic guest nights,79300.0
2023-09,Lodges & boutique accommodation,Domestic guest nights,91900.0
2023-10,Lodges & boutique accommodation,Domestic guest nights,103800.0
2023-11,Lodges & boutique accommodation,Domestic guest nights,128100.0
2023-12,Lodges & boutique accommodation,Domestic guest nights,121600.0
2024-01,Lodges & boutique accommodation,Domestic guest nights,133300.0
2024-02,Lodges & boutique accommodation,Domestic guest nights,121500.0
2024-03,Lodges & boutique accommodation,Domestic guest nights,148200.0
2024-04,Lodges & boutique accommodation,Domestic guest nights,131800.0
2024-05,Lodges & boutique accommodation,Domestic guest nights,95300.0
2024-06,Lodges & boutique accommodation,Domestic guest nights,80300.0
2024-07,Lodges & boutique accommodation,Domestic guest nights,81800.0
2024-08,Lodges & boutique accommodation,Domestic guest nights,81100.0
2024-09,Lodges & boutique accommodation,Domestic guest nights,80600.0
2024-10,Lodges & boutique accommodation,Domestic guest nights,107200.0
2024-11,Lodges & boutique accommodation,Domestic guest nights,121900.0
2024-12,Lodges & boutique accommodation,Domestic guest nights,105600.0
2025-01,Lodges & boutique accommodation,Domestic guest nights,130400.0
2025-02,Lodges & boutique accommodation,Domestic guest nights,118400.0
2025-03,Lodges & boutique accommodation,Domestic guest nights,136900.0
2025-04,Lodges & boutique accommodation,Domestic guest nights,123400.0
2025-05,Lodges & boutique accommodation,Domestic guest nights,83700.0
2025-06,Lodges & boutique accommodation,Domestic guest nights,63700.0
2025-07,Lodges & boutique accommodation,Domestic guest nights,72300.0
2025-08,Lodges & boutique accommodation,Domestic guest nights,79900.0
2025-09,Lodges & boutique accommodation,Domestic guest nights,77900.0
2025-10,Lodges & boutique accommodation,Domestic guest nights,91100.0
2025-11,Lodges & boutique accommodation,Domestic guest nights,99400.0
2025-12,Lodges & boutique accommodation,Domestic guest nights,105000.0
2026-01,Lodges & boutique accommodation,Domestic guest nights,137400.0
2026-02,Lodges & boutique accommodation,Domestic guest nights,123700.0
2026-03,Lodges & boutique accommodation,Domestic guest nights,118200.0
2026-04,Lodges & boutique accommodation,Domestic guest nights,101100.0
2026-05,Lodges & boutique accommodation,Domestic guest nights,82200.0
2026-06,Lodges & boutique accommodation,Domestic guest nights,65600.0
2026-07,Lodges & boutique accommodation,Domestic guest nights,89600.0
2020-06,Lodges & boutique accommodation,Guest arrivals,27300.0
2020-07,Lodges & boutique accommodation,Guest arrivals,53900.0
2020-08,Lodges & boutique accommodation,Guest arrivals,33800.0
2020-09,Lodges & boutique accommodation,Guest arrivals,50300.0
2020-10,Lodges & boutique accommodation,Guest arrivals,78000.0
2020-11,Lodges & boutique accommodation,Guest arrivals,68600.0
2020-12,Lodges & boutique accommodation,Guest arrivals,71300.0
2021-01,Lodges & boutique accommodation,Guest arrivals,82800.0
2021-02,Lodges & boutique accommodation,Guest arrivals,77800.0
2021-03,Lodges & boutique accommodation,Guest arrivals,78700.0
2021-04,Lodges & boutique accommodation,Guest arrivals,87900.0
2021-05,Lodges & boutique accommodation,Guest arrivals,59800.0
2021-06,Lodges & boutique accommodation,Guest arrivals,49500.0
2021-07,Lodges & boutique accommodation,Guest arrivals,64300.0
2021-08,Lodges & boutique accommodation,Guest arrivals,33100.0
2021-09,Lodges & boutique accommodation,Guest arrivals,24800.0
2021-10,Lodges & boutique accommodation,Guest arrivals,50900.0
2021-11,Lodges & boutique accommodation,Guest arrivals,43100.0
2021-12,Lodges & boutique accommodation,Guest arrivals,59900.0
2022-01,Lodges & boutique accommodation,Guest arrivals,80500.0
2022-02,Lodges & boutique accommodation,Guest arrivals,62400.0
2022-03,Lodges & boutique accommodation,Guest arrivals,63000.0
2022-04,Lodges & boutique accommodation,Guest arrivals,82000.0
2022-05,Lodges & boutique accommodation,Guest arrivals,51000.0
2022-06,Lodges & boutique accommodation,Guest arrivals,54500.0
2022-07,Lodges & boutique accommodation,Guest arrivals,60300.0
2022-08,Lodges & boutique accommodation,Guest arrivals,53400.0
2022-09,Lodges & boutique accommodation,Guest arrivals,63400.0
2022-10,Lodges & boutique accommodation,Guest arrivals,85400.0
2022-11,Lodges & boutique accommodation,Guest arrivals,120200.0
2022-12,Lodges & boutique accommodation,Guest arrivals,121100.0
2023-01,Lodges & boutique accommodation,Guest arrivals,136200.0
2023-02,Lodges & boutique accommodation,Guest arrivals,131300.0
2023-03,Lodges & boutique accommodation,Guest arrivals,142400.0
2023-04,Lodges & boutique accommodation,Guest arrivals,112200.0
2023-05,Lodges & boutique accommodation,Guest arrivals,69800.0
2023-06,Lodges & boutique accommodation,Guest arrivals,60300.0
2023-07,Lodges & boutique accommodation,Guest arrivals,68600.0
2023-08,Lodges & boutique accommodation,Guest arrivals,59000.0
2023-09,Lodges & boutique accommodation,Guest arrivals,73700.0
2023-10,Lodges & boutique accommodation,Guest arrivals,84100.0
2023-11,Lodges & boutique accommodation,Guest arrivals,127300.0
2023-12,Lodges & boutique accommodation,Guest arrivals,136100.0
2024-01,Lodges & boutique accommodation,Guest arrivals,144500.0
2024-02,Lodges & boutique accommodation,Guest arrivals,156400.0
2024-03,Lodges & boutique accommodation,Guest arrivals,157900.0
2024-04,Lodges & boutique accommodation,Guest arrivals,115800.0
2024-05,Lodges & boutique accommodation,Guest arrivals,77800.0
2024-06,Lodges & boutique accommodation,Guest arrivals,63400.0
2024-07,Lodges & boutique accommodation,Guest arrivals,66400.0
2024-08,Lodges & boutique accommodation,Guest arrivals,65300.0
2024-09,Lodges & boutique accommodation,Guest arrivals,64200.0
2024-10,Lodges & boutique accommodation,Guest arrivals,99900.0
2024-11,Lodges & boutique accommodation,Guest arrivals,130300.0
2024-12,Lodges & boutique accommodation,Guest arrivals,123200.0
2025-01,Lodges & boutique accommodation,Guest arrivals,148900.0
2025-02,Lodges & boutique accommodation,Guest arrivals,156200.0
2025-03,Lodges & boutique accommodation,Guest arrivals,159300.0
2025-04,Lodges & boutique accommodation,Guest arrivals,111400.0
2025-05,Lodges & boutique accommodation,Guest arrivals,76100.0
2025-06,Lodges & boutique accommodation,Guest arrivals,51800.0
2025-07,Lodges & boutique accommodation,Guest arrivals,63600.0
2025-08,Lodges & boutique accommodation,Guest arrivals,70500.0
2025-09,Lodges & boutique accommodation,Guest arrivals,76100.0
2025-10,Lodges & boutique accommodation,Guest arrivals,97900.0
2025-11,Lodges & boutique accommodation,Guest arrivals,130300.0
2025-12,Lodges & boutique accommodation,Guest arrivals,128800.0
2026-01,Lodges & boutique accommodation,Guest arrivals,167900.0
2026-02,Lodges & boutique accommodation,Guest arrivals,161700.0
2026-03,Lodges & boutique accommodation,Guest arrivals,141000.0
2026-04,Lodges & boutique accommodation,Guest arrivals,115500.0
2026-05,Lodges & boutique accommodation,Guest arrivals,77900.0
2026-06,Lodges & boutique accommodation,Guest arrivals,57100.0
2026-07,Lodges & boutique accommodation,Guest arrivals,77900.0
2020-06,Lodges & boutique accommodation,International guest nights,2600.0
2020-07,Lodges & boutique accommodation,International guest nights,10300.0
2020-08,Lodges & boutique accommodation,International guest nights,3400.0
2020-09,Lodges & boutique accommodation,International guest nights,2400.0
2020-10,Lodges & boutique accommodation,International guest nights,3000.0
2020-11,Lodges & boutique accommodation,International guest nights,3500.0
2020-12,Lodges & boutique accommodation,International guest nights,3100.0
2021-01,Lodges & boutique accommodation,International guest nights,4300.0
2021-02,Lodges & boutique accommodation,International guest nights,3000.0
2021-03,Lodges & boutique accommodation,International guest nights,2500.0
2021-04,Lodges & boutique accommodation,International guest nights,3900.0
2021-05,Lodges & boutique accommodation,International guest nights,9300.0
2021-06,Lodges & boutique accommodation,International guest nights,11400.0
2021-07,Lodges & boutique accommodation,International guest nights,9200.0
2021-08,Lodges & boutique accommodation,International guest nights,4500.0
2021-09,Lodges & boutique accommodation,International guest nights,2700.0
2021-10,Lodges & boutique accommodation,International guest nights,2600.0
2021-11,Lodges & boutique accommodation,International guest nights,2900.0
2021-12,Lodges & boutique accommodation,International guest nights,3400.0
2022-01,Lodges & boutique accommodation,International guest nights,4000.0
2022-02,Lodges & boutique accommodation,International guest nights,2900.0
2022-03,Lodges & boutique accommodation,International guest nights,3300.0
2022-04,Lodges & boutique accommodation,International guest nights,8100.0
2022-05,Lodges & boutique accommodation,International guest nights,14100.0
2022-06,Lodges & boutique accommodation,International guest nights,16200.0
2022-07,Lodges & boutique accommodation,International guest nights,34200.0
2022-08,Lodges & boutique accommodation,International guest nights,31500.0
2022-09,Lodges & boutique accommodation,International guest nights,38500.0
2022-10,Lodges & boutique accommodation,International guest nights,53300.0
2022-11,Lodges & boutique accommodation,International guest nights,96500.0
2022-12,Lodges & boutique accommodation,International guest nights,108500.0
2023-01,Lodges & boutique accommodation,International guest nights,130800.0
2023-02,Lodges & boutique accommodation,International guest nights,121400.0
2023-03,Lodges & boutique accommodation,International guest nights,121700.0
2023-04,Lodges & boutique accommodation,International guest nights,90900.0
2023-05,Lodges & boutique accommodation,International guest nights,46000.0
2023-06,Lodges & boutique accommodation,International guest nights,35900.0
2023-07,Lodges & boutique accommodation,International guest nights,56200.0
2023-08,Lodges & boutique accommodation,International guest nights,46200.0
2023-09,Lodges & boutique accommodation,International guest nights,56100.0
2023-10,Lodges & boutique accommodation,International guest nights,64300.0
2023-11,Lodges & boutique accommodation,International guest nights,115300.0
2023-12,Lodges & boutique accommodation,International guest nights,121500.0
2024-01,Lodges & boutique accommodation,International guest nights,143700.0
2024-02,Lodges & boutique accommodation,International guest nights,153500.0
2024-03,Lodges & boutique accommodation,International guest nights,143100.0
2024-04,Lodges & boutique accommodation,International guest nights,74100.0
2024-05,Lodges & boutique accommodation,International guest nights,40800.0
2024-06,Lodges & boutique accommodation,International guest nights,28700.0
2024-07,Lodges & boutique accommodation,International guest nights,37800.0
2024-08,Lodges & boutique accommodation,International guest nights,35200.0
2024-09,Lodges & boutique accommodation,International guest nights,39200.0
2024-10,Lodges & boutique accommodation,International guest nights,71100.0
2024-11,Lodges & boutique accommodation,International guest nights,118700.0
2024-12,Lodges & boutique accommodation,International guest nights,120000.0
2025-01,Lodges & boutique accommodation,International guest nights,151600.0
2025-02,Lodges & boutique accommodation,International guest nights,155100.0
2025-03,Lodges & boutique accommodation,International guest nights,136800.0
2025-04,Lodges & boutique accommodation,International guest nights,73200.0
2025-05,Lodges & boutique accommodation,International guest nights,50500.0
2025-06,Lodges & boutique accommodation,International guest nights,34700.0
2025-07,Lodges & boutique accommodation,International guest nights,42000.0
2025-08,Lodges & boutique accommodation,International guest nights,46500.0
2025-09,Lodges & boutique accommodation,International guest nights,48500.0
2025-10,Lodges & boutique accommodation,International guest nights,81900.0
2025-11,Lodges & boutique accommodation,International guest nights,131200.0
2025-12,Lodges & boutique accommodation,International guest nights,131700.0
2026-01,Lodges & boutique accommodation,International guest nights,155100.0
2026-02,Lodges & boutique accommodation,International guest nights,157800.0
2026-03,Lodges & boutique accommodation,International guest nights,148900.0
2026-04,Lodges & boutique accommodation,International guest nights,97400.0
2026-05,Lodges & boutique accommodation,International guest nights,47100.0
2026-06,Lodges & boutique accommodation,International guest nights,29500.0
2026-07,Lodges & boutique accommodation,International guest nights,49600.0
2020-06,Lodges & boutique accommodation,Number of active establishments,574.0
2020-07,Lodges & boutique accommodation,Number of active establishments,590.0
2020-08,Lodges & boutique accommodation,Number of active establishments,594.0
2020-09,Lodges & boutique accommodation,Number of active establishments,634.0
2020-10,Lodges & boutique accommodation,Number of active establishments,658.0
2020-11,Lodges & boutique accommodation,Number of active establishments,668.0
2020-12,Lodges & boutique accommodation,Number of active establishments,676.0
2021-01,Lodges & boutique accommodation,Number of active establishments,664.0
2021-02,Lodges & boutique accommodation,Number of active establishments,654.0
2021-03,Lodges & boutique accommodation,Number of active establishments,656.0
2021-04,Lodges & boutique accommodation,Number of active establishments,656.0
2021-05,Lodges & boutique accommodation,Number of active establishments,624.0
2021-06,Lodges & boutique accommodation,Number of active establishments,616.0
2021-07,Lodges & boutique accommodation,Number of active establishments,626.0
2021-08,Lodges & boutique accommodation,Number of active establishments,596.0
2021-09,Lodges & boutique accommodation,Number of active establishments,630.0
2021-10,Lodges & boutique accommodation,Number of active establishments,652.0
2021-11,Lodges & boutique accommodation,Number of active establishments,652.0
2021-12,Lodges & boutique accommodation,Number of active establishments,710.0
2022-01,Lodges & boutique accommodation,Number of active establishments,708.0
