symbol,report_date,time,name,fiscal_quarter_ending
SHG,2023-03-06,time-not-supplied,Shinhan Financial Group Co Ltd,2022-12-31
SMHI,2023-03-06,time-not-supplied,SEACOR Marine Holdings Inc.,2022-12-31
STOK,2023-03-06,time-not-supplied,"Stoke Therapeutics, Inc.",2022-12-31
TCOM,2023-03-06,time-not-supplied,Trip.com Group Limited,2022-12-31
TDUP,2023-03-06,time-not-supplied,ThredUp Inc.,2022-12-31
TRDA,2023-03-06,time-not-supplied,"Entrada Therapeutics, Inc.",2022-12-31
TVRD,2023-03-06,time-not-supplied,"Tvardi Therapeutics, Inc.",2022-12-31
URG,2023-03-06,time-not-supplied,Ur Energy Inc,2022-12-31
VRCA,2023-03-06,time-not-supplied,Verrica Pharmaceuticals Inc.,2022-12-31
VTVT,2023-03-06,time-not-supplied,vTv Therapeutics Inc.,2022-12-31
WWR,2023-03-06,time-not-supplied,"Westwater Resources, Inc.",2022-12-31
AFCG,2023-03-07,time-not-supplied,Advanced Flower Capital Inc.,2022-12-31
ALNT,2023-03-07,time-not-supplied,Allient Inc.,2022-12-31
AQB,2023-03-07,time-not-supplied,"AquaBounty Technologies, Inc.",2022-12-31
AQST,2023-03-07,time-not-supplied,"Aquestive Therapeutics, Inc.",2022-12-31
ARLO,2023-03-07,time-not-supplied,"Arlo Technologies, Inc.",2022-12-31
AUTL,2023-03-07,time-not-supplied,Autolus Therapeutics plc,2022-12-31
BASE,2023-03-07,time-not-supplied,"Couchbase, Inc.",2023-01-31
BKSY,2023-03-07,time-not-supplied,BlackSky Technology Inc.,2022-12-31
CAN,2023-03-07,time-not-supplied,Canaan Inc.,2022-12-31
CASY,2023-03-07,time-not-supplied,"Caseys General Stores, Inc.",2023-01-31
CHMI,2023-03-07,time-not-supplied,Cherry Hill Mortgage Investment Corporation,2022-12-31
COHN,2023-03-07,time-not-supplied,Cohen & Company Inc.,2022-12-31
CPIX,2023-03-07,time-not-supplied,Cumberland Pharmaceuticals Inc.,2022-12-31
CPSH,2023-03-07,time-not-supplied,CPS Technologies Corp.,2022-12-31
CRBP,2023-03-07,time-not-supplied,"Corbus Pharmaceuticals Holdings, Inc.",2022-12-31
CRCT,2023-03-07,time-not-supplied,"Cricut, Inc.",2022-12-31
CRGY,2023-03-07,time-not-supplied,Crescent Energy Company,2022-12-31
CRWD,2023-03-07,time-not-supplied,"CrowdStrike Holdings, Inc.",2023-01-31
DKS,2023-03-07,time-not-supplied,Dick's Sporting Goods Inc,2023-01-31
DOLE,2023-03-07,time-not-supplied,Dole plc,2022-12-31
DRRX,2023-03-07,time-not-supplied,DURECT Corporation,2022-12-31
ERO,2023-03-07,time-not-supplied,Ero Copper Corp.,2022-12-31
ESAB,2023-03-07,time-not-supplied,ESAB Corporation,2022-12-31
FERG,2023-03-07,time-not-supplied,Ferguson Enterprises Inc.,2023-01-31
FLL,2023-03-07,time-not-supplied,"Full House Resorts, Inc.",2022-12-31
FRPH,2023-03-07,time-not-supplied,"FRP Holdings, Inc.",2022-12-31
FTEK,2023-03-07,time-not-supplied,"Fuel Tech, Inc.",2022-12-31
FWRG,2023-03-07,time-not-supplied,"First Watch Restaurant Group, Inc.",2022-12-31
HHS,2023-03-07,time-not-supplied,"Harte Hanks, Inc.",2022-12-31
IDYA,2023-03-07,time-not-supplied,"IDEAYA Biosciences, Inc.",2022-12-31
MASS,2023-03-07,time-not-supplied,908 Devices Inc.,2022-12-31
MAXN,2023-03-07,time-not-supplied,"Maxeon Solar Technologies, Ltd.",2022-12-31
MBC,2023-03-07,time-not-supplied,"MasterBrand, Inc.",2022-12-31
MCRB,2023-03-07,time-not-supplied,"Seres Therapeutics, Inc.",2022-12-31
MNTS,2023-03-07,time-not-supplied,Momentus Inc.,2022-12-31
NEXN,2023-03-07,time-not-supplied,Nexxen International Ltd.,2022-12-31
NINE,2023-03-07,time-not-supplied,"Nine Energy Service, Inc.",2022-12-31
NRGV,2023-03-07,time-not-supplied,"Energy Vault Holdings, Inc.",2022-12-31
NVCT,2023-03-07,time-not-supplied,"Nuvectis Pharma, Inc.",2022-12-31
PNBK,2023-03-07,time-not-supplied,Patriot National Bancorp Inc.,2022-12-31
PROF,2023-03-07,time-not-supplied,Profound Medical Corp.,2022-12-31
PRTS,2023-03-07,time-not-supplied,"CarParts.com, Inc.",2022-12-31
RCAT,2023-03-07,time-not-supplied,"Red Cat Holdings, Inc.",2023-01-31
RIGL,2023-03-07,time-not-supplied,"Rigel Pharmaceuticals, Inc.",2022-12-31
RNGR,2023-03-07,time-not-supplied,"Ranger Energy Services, Inc.",2022-12-31
SE,2023-03-07,time-not-supplied,Sea Limited,2022-12-31
SEAT,2023-03-07,time-not-supplied,Vivid Seats Inc.,2022-12-31
SFIX,2023-03-07,time-not-supplied,"Stitch Fix, Inc.",2023-01-31
SGLY,2023-03-07,time-not-supplied,Singularity Future Technology Ltd.,2022-12-31
SNCR,2023-03-07,time-not-supplied,"Synchronoss Technologies, Inc.",2022-12-31
SOPH,2023-03-07,time-not-supplied,SOPHiA GENETICS SA,2022-12-31
SOUN,2023-03-07,time-not-supplied,"SoundHound AI, Inc.",2022-12-31
SRRK,2023-03-07,time-not-supplied,Scholar Rock Holding Corporation,2022-12-31
STIM,2023-03-07,time-not-supplied,"Neuronetics, Inc.",2022-12-31
SWIM,2023-03-07,time-not-supplied,"Latham Group, Inc.",2022-12-31
TCRT,2023-03-07,time-not-supplied,"Alaunos Therapeutics, Inc.",2022-12-31
THO,2023-03-07,time-not-supplied,"Thor Industries, Inc.",2023-01-31
TMCI,2023-03-07,time-not-supplied,"Treace Medical Concepts, Inc.",2022-12-31
UFPT,2023-03-07,time-not-supplied,"UFP Technologies, Inc.",2022-12-31
VLGEA,2023-03-07,time-not-supplied,"Village Super Market, Inc.",2023-01-31
VRNA,2023-03-07,time-not-supplied,Verona Pharma plc,2022-12-31
VYGR,2023-03-07,time-not-supplied,"Voyager Therapeutics, Inc.",2022-12-31
WEYS,2023-03-07,time-not-supplied,"Weyco Group, Inc.",2022-12-31
WTI,2023-03-07,time-not-supplied,"W&T Offshore, Inc.",2022-12-31
XTNT,2023-03-07,time-not-supplied,"Xtant Medical Holdings, Inc.",2022-12-31
YEXT,2023-03-07,time-not-supplied,"Yext, Inc.",2023-01-31
YORW,2023-03-07,time-not-supplied,The York Water Company,2022-12-31
ZVRA,2023-03-07,time-not-supplied,"Zevra Therapeutics, Inc. ",2022-12-31
ZYME,2023-03-07,time-not-supplied,Zymeworks Inc.,2022-12-31
ABM,2023-03-08,time-not-supplied,ABM Industries Incorporated,2023-01-31
ASAN,2023-03-08,time-not-supplied,"Asana, Inc.",2023-01-31
ASRT,2023-03-08,time-not-supplied,"Assertio Holdings, Inc.",2022-12-31
BGSF,2023-03-08,time-not-supplied,"BGSF, Inc.",2022-12-31
CINT,2023-03-08,time-not-supplied,CI&T Inc,2022-12-31
CLLS,2023-03-08,time-not-supplied,Cellectis S.A.,2022-12-31
CNFR,2023-03-08,time-not-supplied,"Conifer Holdings, Inc.",2022-12-31
COCO,2023-03-08,time-not-supplied,"The Vita Coco Company, Inc.",2022-12-31
CPB,2023-03-08,time-not-supplied,The Campbell's Company,2023-01-31
CTRM,2023-03-08,time-not-supplied,Castor Maritime Inc.,2022-12-31
DAKT,2023-03-08,time-not-supplied,"Daktronics, Inc.",2023-01-31
ECOR,2023-03-08,time-not-supplied,"electroCore, Inc.",2022-12-31
EOLS,2023-03-08,time-not-supplied,"Evolus, Inc.",2022-12-31
FFAI,2023-03-08,time-not-supplied,Faraday Future Intelligent Electric Inc.,2022-12-31
FOSL,2023-03-08,time-not-supplied,"Fossil Group, Inc.",2022-12-31
GLRE,2023-03-08,time-not-supplied,"Greenlight Reinsurance, Ltd.",2022-12-31
GPRK,2023-03-08,time-not-supplied,Geopark Ltd,2022-12-31
GWRS,2023-03-08,time-not-supplied,"Global Water Resources, Inc.",2022-12-31
HDSN,2023-03-08,time-not-supplied,"Hudson Technologies, Inc.",2022-12-31
IDT,2023-03-08,time-not-supplied,IDT Corporation,2023-01-31
IMXI,2023-03-08,time-not-supplied,"International Money Express, Inc.",2022-12-31
JSPR,2023-03-08,time-not-supplied,"Jasper Therapeutics, Inc.",2022-12-31
KEQU,2023-03-08,time-not-supplied,Kewaunee Scientific Corporation,2023-01-31
KFY,2023-03-08,time-not-supplied,Korn Ferry ,2023-01-31
KLXE,2023-03-08,time-not-supplied,"KLX Energy Services Holdings, Inc. ",2022-12-31
KRMD,2023-03-08,time-not-supplied,"KORU Medical Systems, Inc.",2022-12-31
KRO,2023-03-08,time-not-supplied,Kronos Worldwide Inc,2022-12-31
KT,2023-03-08,time-not-supplied,KT Corporation,2022-12-31
LDI,2023-03-08,time-not-supplied,"loanDepot, Inc.",2022-12-31
LFST,2023-03-08,time-not-supplied,"LifeStance Health Group, Inc.",2022-12-31
LMB,2023-03-08,time-not-supplied,"Limbach Holdings, Inc.",2022-12-31
LOMA,2023-03-08,time-not-supplied,Loma Negra Compania Industrial Argentina Sociedad Anonima,2022-12-31
LTH,2023-03-08,time-not-supplied,"Life Time Group Holdings, Inc.",2022-12-31
MDB,2023-03-08,time-not-supplied,"MongoDB, Inc.",2023-01-31
MDXH,2023-03-08,time-not-supplied,MDxHealth SA,2022-12-31
METC,2023-03-08,time-not-supplied,"Ramaco Resources, Inc.",2022-12-31
MG,2023-03-08,time-not-supplied,Mistras Group Inc,2022-12-31
MIRM,2023-03-08,time-not-supplied,"Mirum Pharmaceuticals, Inc.",2022-12-31
MLR,2023-03-08,time-not-supplied,"Miller Industries, Inc.",2022-12-31
MNDO,2023-03-08,time-not-supplied,MIND C.T.I. Ltd.,2022-12-31
NAGE,2023-03-08,time-not-supplied,"Niagen Bioscience, Inc.",2022-12-31
NDLS,2023-03-08,time-not-supplied,Noodles & Company,2022-12-31
NERV,2023-03-08,time-not-supplied,"Minerva Neurosciences, Inc",2022-12-31
NL,2023-03-08,time-not-supplied,"NL Industries, Inc.",2022-12-31
NODK,2023-03-08,time-not-supplied,"NI Holdings, Inc.",2022-12-31
ONL,2023-03-08,time-not-supplied,Orion Properties Inc.,2022-12-31
OPRX,2023-03-08,time-not-supplied,OptimizeRx Corporation,2022-12-31
PMN,2023-03-08,time-not-supplied,ProMIS Neurosciences Inc.,2022-12-31
PMTS,2023-03-08,time-not-supplied,CPI Card Group Inc.,2022-12-31
QNRX,2023-03-08,time-not-supplied,"Quoin Pharmaceuticals, Ltd.",2022-12-31
RDVT,2023-03-08,time-not-supplied,"Red Violet, Inc.",2022-12-31
REPX,2023-03-08,time-not-supplied,"Riley Exploration Permian, Inc.",2022-12-31
REVG,2023-03-08,time-not-supplied,"REV Group, Inc.",2023-01-31
SHCO,2023-03-08,time-not-supplied,Soho House & Co Inc.,2022-12-31
SID,2023-03-08,time-not-supplied,National Steel Company,2022-12-31
SLNG,2023-03-08,time-not-supplied,"Stabilis Solutions, Inc.",2022-12-31
SMRT,2023-03-08,time-not-supplied,"SmartRent, Inc.",2022-12-31
SPIR,2023-03-08,time-not-supplied,"Spire Global, Inc.",2022-12-31
TACT,2023-03-08,time-not-supplied,TransAct Technologies Incorporated,2022-12-31
TARA,2023-03-08,time-not-supplied,"Protara Therapeutics, Inc. ",2022-12-31
TCRX,2023-03-08,time-not-supplied,"TScan Therapeutics, Inc.",2022-12-31
THM,2023-03-08,time-not-supplied,International Tower Hill Mines Ltd,2022-12-31
TIPT,2023-03-08,time-not-supplied,Tiptree Inc.,2022-12-31
TNYA,2023-03-08,time-not-supplied,"Tenaya Therapeutics, Inc.",2022-12-31
TRC,2023-03-08,time-not-supplied,Tejon Ranch Co,2022-12-31
UNFI,2023-03-08,time-not-supplied,"United Natural Foods, Inc.",2023-01-31
USIO,2023-03-08,time-not-supplied,"Usio, Inc.",2022-12-31
UUUU,2023-03-08,time-not-supplied,Energy Fuels Inc,2022-12-31
VBNK,2023-03-08,time-not-supplied,VersaBank,2023-01-31
VERX,2023-03-08,time-not-supplied,"Vertex, Inc.",2022-12-31
VET,2023-03-08,time-not-supplied,Vermilion Energy Inc.,2022-12-31
VRA,2023-03-08,time-not-supplied,"Vera Bradley, Inc.",2023-01-31
VRDN,2023-03-08,time-not-supplied,"Viridian Therapeutics, Inc. ",2022-12-31
VSEC,2023-03-08,time-not-supplied,VSE Corporation,2022-12-31
VTOL,2023-03-08,time-not-supplied,"Bristow Group, Inc.",2022-12-31
XERS,2023-03-08,time-not-supplied,"Xeris Biopharma Holdings, Inc.",2022-12-31
YMM,2023-03-08,time-not-supplied,Full Truck Alliance Co. Ltd.,2022-12-31
YSG,2023-03-08,time-not-supplied,Yatsen Holding Limited,2022-12-31
ACHR,2023-03-09,time-not-supplied,Archer Aviation Inc.,2022-12-31
AEYE,2023-03-09,time-not-supplied,"AudioEye, Inc.",2022-12-31
AGRO,2023-03-09,time-not-supplied,Adecoagro S.A.,2022-12-31
AIOT,2023-03-09,time-not-supplied,"PowerFleet, Inc.",2022-12-31
AIRG,2023-03-09,time-not-supplied,"Airgain, Inc.",2022-12-31
AKA,2023-03-09,time-not-supplied,a.k.a. Brands Holding Corp.,2022-12-31
AKBA,2023-03-09,time-not-supplied,"Akebia Therapeutics, Inc.",2022-12-31
ALDX,2023-03-09,time-not-supplied,"Aldeyra Therapeutics, Inc.",2022-12-31
ALGS,2023-03-09,time-not-supplied,"Aligos Therapeutics, Inc.",2022-12-31
ALTG,2023-03-09,time-not-supplied,Alta Equipment Group Inc.,2022-12-31
ALTO,2023-03-09,time-not-supplied,"Alto Ingredients, Inc.",2022-12-31
ALXO,2023-03-09,time-not-supplied,ALX Oncology Holdings Inc.,2022-12-31
AMPY,2023-03-09,time-not-supplied,"MIDSTATES PETROLEUM COMPANY, INC.",2022-12-31
AMTX,2023-03-09,time-not-supplied,"Aemetis, Inc",2022-12-31
ANIP,2023-03-09,time-not-supplied,"ANI Pharmaceuticals, Inc.",2022-12-31
AOMR,2023-03-09,time-not-supplied,"Angel Oak Mortgage REIT, Inc.",2022-12-31
AOUT,2023-03-09,time-not-supplied,"American Outdoor Brands, Inc.",2023-01-31
AQMS,2023-03-09,time-not-supplied,"Aqua Metals, Inc.",2022-12-31
ARHS,2023-03-09,time-not-supplied,"Arhaus, Inc.",2022-12-31
ARTNA,2023-03-09,time-not-supplied,Artesian Resources Corporation,2022-12-31
ATER,2023-03-09,time-not-supplied,"Aterian, Inc.",2022-12-31
ATYR,2023-03-09,time-not-supplied,"aTyr Pharma, Inc.",2022-12-31
AVO,2023-03-09,time-not-supplied,"Mission Produce, Inc.",2023-01-31
AVPT,2023-03-09,time-not-supplied,"AvePoint, Inc.",2022-12-31
AWRE,2023-03-09,time-not-supplied,"Aware, Inc.",2022-12-31
BBCP,2023-03-09,time-not-supplied,"Concrete Pumping Holdings, Inc. ",2023-01-31
BBW,2023-03-09,time-not-supplied,"Build-A-Bear Workshop, Inc.",2023-01-31
BDTX,2023-03-09,time-not-supplied,"Black Diamond Therapeutics, Inc.",2022-12-31
BIRD,2023-03-09,time-not-supplied,"Allbirds, Inc.",2022-12-31
BJ,2023-03-09,time-not-supplied,"BJ's Wholesale Club Holdings, Inc.",2023-01-31
BKKT,2023-03-09,time-not-supplied,"Bakkt Holdings, Inc.",2022-12-31
BNED,2023-03-09,time-not-supplied,"Barnes & Noble Education, Inc",2023-01-31
BNGO,2023-03-09,time-not-supplied,"Bionano Genomics, Inc.",2022-12-31
BTAI,2023-03-09,time-not-supplied,"BioXcel Therapeutics, Inc.",2022-12-31
BWEN,2023-03-09,time-not-supplied,"Broadwind, Inc.",2022-12-31
BWMN,2023-03-09,time-not-supplied,Bowman Consulting Group Ltd.,2022-12-31
CANG,2023-03-09,time-not-supplied,Cango Inc.,2022-12-31
CEPU,2023-03-09,time-not-supplied,Central Puerto S.A.,2022-12-31
CGEM,2023-03-09,time-not-supplied,"Cullinan Therapeutics, Inc.",2022-12-31
CLRB,2023-03-09,time-not-supplied,"Cellectar Biosciences, Inc.",2022-12-31
CLSD,2023-03-09,time-not-supplied,"Clearside Biomedical, Inc.",2022-12-31
CMTL,2023-03-09,time-not-supplied,Comtech Telecommunications Corp.,2023-01-31
CPSS,2023-03-09,time-not-supplied,"Consumer Portfolio Services, Inc.",2022-12-31
CRBU,2023-03-09,time-not-supplied,"Caribou Biosciences, Inc.",2022-12-31
CTSO,2023-03-09,time-not-supplied,Cytosorbents Corporation,2022-12-31
DALN,2023-03-09,time-not-supplied,DallasNews Corporation,2022-12-31
DCBO,2023-03-09,time-not-supplied,Docebo Inc.,2022-12-31
DLTH,2023-03-09,time-not-supplied,Duluth Holdings Inc.,2023-01-31
DNN,2023-03-09,time-not-supplied,Denison Mine Corp,2022-12-31
DOCU,2023-03-09,time-not-supplied,"DocuSign, Inc.",2023-01-31
DOUG,2023-03-09,time-not-supplied,Douglas Elliman Inc.,2022-12-31
DRIO,2023-03-09,time-not-supplied,DarioHealth Corp.,2022-12-31
DRTS,2023-03-09,time-not-supplied,Alpha Tau Medical Ltd.,2022-12-31
DSGR,2023-03-09,time-not-supplied,"Distribution Solutions Group, Inc.",2022-12-31
DTIL,2023-03-09,time-not-supplied,"Precision BioSciences, Inc.",2022-12-31
ELTK,2023-03-09,time-not-supplied,Eltek Ltd.,2022-12-31
EVC,2023-03-09,time-not-supplied,Entravision Communications Corporation,2022-12-31
EVGN,2023-03-09,time-not-supplied,Evogene Ltd.,2022-12-31
EWCZ,2023-03-09,time-not-supplied,"European Wax Center, Inc.",2022-12-31
FCEL,2023-03-09,time-not-supplied,"FuelCell Energy, Inc.",2023-01-31
FEIM,2023-03-09,time-not-supplied,"Frequency Electronics, Inc.",2023-01-31
FHTX,2023-03-09,time-not-supplied,Foghorn Therapeutics Inc.,2022-12-31
FIZZ,2023-03-09,time-not-supplied,National Beverage Corp.,2023-01-31
FULC,2023-03-09,time-not-supplied,"Fulcrum Therapeutics, Inc.",2022-12-31
GAP,2023-03-09,time-not-supplied,"Gap, Inc. (The)",2023-01-31
GBLI,2023-03-09,time-not-supplied,"Global Indemnity Group, LLC",2022-12-31
GBTG,2023-03-09,time-not-supplied,"Global Business Travel Group, Inc.",2022-12-31
GCO,2023-03-09,time-not-supplied,Genesco Inc.,2023-01-31
GEVO,2023-03-09,time-not-supplied,"Gevo, Inc.",2022-12-31
GHLD,2023-03-09,time-not-supplied,Guild Holdings Company,2022-12-31
GLTO,2023-03-09,time-not-supplied,"Galecto, Inc.",2022-12-31
HBB,2023-03-09,time-not-supplied,Hamilton Beach Brands Holding Company,2022-12-31
HBIO,2023-03-09,time-not-supplied,"Harvard Bioscience, Inc.",2022-12-31
HCI,2023-03-09,time-not-supplied,"HCI Group, Inc.",2022-12-31
HGBL,2023-03-09,time-not-supplied,Heritage Global Inc.,2022-12-31
HLLY,2023-03-09,time-not-supplied,Holley Inc.,2022-12-31
HSDT,2023-03-09,time-not-supplied,"Helius Medical Technologies, Inc.",2022-12-31
HUT,2023-03-09,time-not-supplied,Hut 8 Corp.,2022-12-31
HYFM,2023-03-09,time-not-supplied,"Hydrofarm Holdings Group, Inc.",2022-12-31
III,2023-03-09,time-not-supplied,"Information Services Group, Inc.",2022-12-31
INUV,2023-03-09,time-not-supplied,"Inuvo, Inc",2022-12-31
IRIX,2023-03-09,time-not-supplied,IRIDEX Corporation,2022-12-31
JAKK,2023-03-09,time-not-supplied,"JAKKS Pacific, Inc.",2022-12-31
JD,2023-03-09,time-not-supplied,"JD.com, Inc.",2022-12-31
JG,2023-03-09,time-not-supplied,Aurora Mobile Limited,2022-12-31
JYNT,2023-03-09,time-not-supplied,The Joint Corp.,2022-12-31
KALV,2023-03-09,time-not-supplied,"KalVista Pharmaceuticals, Inc.",2023-01-31
KPLT,2023-03-09,time-not-supplied,"Katapult Holdings, Inc.",2022-12-31
LCTX,2023-03-09,time-not-supplied,"Lineage Cell Therapeutics, Inc.",2022-12-31
LCUT,2023-03-09,time-not-supplied,"Lifetime Brands, Inc.",2022-12-31
LGO,2023-03-09,time-not-supplied,Largo Inc.,2022-12-31
LMNR,2023-03-09,time-not-supplied,Limoneira Co,2023-01-31
LOCO,2023-03-09,time-not-supplied,"El Pollo Loco Holdings, Inc.",2022-12-31
MEI,2023-03-09,time-not-supplied,"Methode Electronics, Inc.",2023-01-31
MGIC,2023-03-09,time-not-supplied,Magic Software Enterprises Ltd.,2022-12-31
MNMD,2023-03-09,time-not-supplied,Mind Medicine (MindMed) Inc.,2022-12-31
MTN,2023-03-09,time-not-supplied,"Vail Resorts, Inc.",2023-01-31
MYPS,2023-03-09,time-not-supplied,"PLAYSTUDIOS, Inc. ",2022-12-31
NNBR,2023-03-09,time-not-supplied,"NN, Inc.",2022-12-31
NNOX,2023-03-09,time-not-supplied,NANO-X IMAGING LTD,2022-12-31
NX,2023-03-09,time-not-supplied,Quanex Building Products Corporation,2023-01-31
ODC,2023-03-09,time-not-supplied,Oil-Dri Corporation Of America,2023-01-31
OLMA,2023-03-09,time-not-supplied,"Olema Pharmaceuticals, Inc.",2022-12-31
ONCO,2023-03-09,time-not-supplied,"Onconetix, Inc. ",2022-12-31
ORCL,2023-03-09,time-not-supplied,Oracle Corporation,2023-02-28
PAM,2023-03-09,time-not-supplied,Pampa Energia S.A.,2022-12-31
PLRX,2023-03-09,time-not-supplied,"Pliant Therapeutics, Inc.",2022-12-31
PRME,2023-03-09,time-not-supplied,"Prime Medicine, Inc.",2022-12-31
PSFE,2023-03-09,time-not-supplied,Paysafe Limited,2022-12-31
QFIN,2023-03-09,time-not-supplied,"Qfin Holdings, Inc. ",2022-12-31
QTTB,2023-03-09,time-not-supplied,Q32 Bio Inc.,2022-12-31
RAIN,2023-03-09,time-not-supplied,"Rain Enhancement Technologies Holdco, Inc.",2022-12-31
REFI,2023-03-09,time-not-supplied,"Chicago Atlantic Real Estate Finance, Inc.",2022-12-31
REFR,2023-03-09,time-not-supplied,Research Frontiers Incorporated,2022-12-31
REI,2023-03-09,time-not-supplied,"Ring Energy, Inc.",2022-12-31
SGA,2023-03-09,time-not-supplied,"Saga Communications, Inc.",2022-12-31
SMSI,2023-03-09,time-not-supplied,"Smith Micro Software, Inc.",2022-12-31
STKS,2023-03-09,time-not-supplied,"The ONE Group Hospitality, Inc.",2022-12-31
SWBI,2023-03-09,time-not-supplied,"Smith & Wesson Brands, Inc.",2023-01-31
TGS,2023-03-09,time-not-supplied,Transportadora De Gas Sa Ord B,2022-12-31
TKC,2023-03-09,time-not-supplied,Turkcell Iletisim Hizmetleri AS,2022-12-31
TLYS,2023-03-09,time-not-supplied,"Tilly's, Inc.",2023-01-31
TNON,2023-03-09,time-not-supplied,"Tenon Medical, Inc.",2022-12-31
TOI,2023-03-09,time-not-supplied,"The Oncology Institute, Inc.",2022-12-31
TSQ,2023-03-09,time-not-supplied,"Townsquare Media, Inc.",2022-12-31
TTC,2023-03-09,time-not-supplied,Toro Company (The),2023-01-31
ULTA,2023-03-09,time-not-supplied,"Ulta Beauty, Inc.",2023-01-31
UP,2023-03-09,time-not-supplied,Wheels Up Experience Inc.,2022-12-31
VEL,2023-03-09,time-not-supplied,"Velocity Financial, Inc.",2022-12-31
VFF,2023-03-09,time-not-supplied,"Village Farms International, Inc.",2022-12-31
VHI,2023-03-09,time-not-supplied,"Valhi, Inc.",2022-12-31
VITL,2023-03-09,time-not-supplied,"Vital Farms, Inc.",2022-12-31
VYNE,2023-03-09,time-not-supplied,VYNE Therapeutics Inc.,2022-12-31
VZLA,2023-03-09,time-not-supplied,Vizsla Silver Corp.,2023-01-31
WATT,2023-03-09,time-not-supplied,Energous Corporation,2022-12-31
WLDN,2023-03-09,time-not-supplied,"Willdan Group, Inc.",2022-12-31
WLFC,2023-03-09,time-not-supplied,Willis Lease Finance Corporation,2022-12-31
WLY,2023-03-09,time-not-supplied,"John Wiley & Sons, Inc.",2023-01-31
WLYB,2023-03-09,time-not-supplied,"John Wiley & Sons, Inc.",2023-01-31
WPM,2023-03-09,time-not-supplied,Wheaton Precious Metals Corp.,2022-12-31
XOMA,2023-03-09,time-not-supplied,XOMA Royalty Corporation,2022-12-31
XXII,2023-03-09,time-not-supplied,"22nd Century Group, Inc",2022-12-31
YPF,2023-03-09,time-not-supplied,YPF Sociedad Anonima,2022-12-31
ZUMZ,2023-03-09,time-not-supplied,Zumiez Inc.,2023-01-31
AIRS,2023-03-10,time-not-supplied,"AirSculpt Technologies, Inc.",2022-12-31
ASTI,2023-03-10,time-not-supplied,"Ascent Solar Technologies, Inc",2022-12-31
BKE,2023-03-10,time-not-supplied,"Buckle, Inc. (The)",2023-01-31
CING,2023-03-10,time-not-supplied,Cingulate Inc.,2022-12-31
CNTY,2023-03-10,time-not-supplied,"Century Casinos, Inc.",2022-12-31
EDN,2023-03-10,time-not-supplied,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor),2022-12-31
