company_name,form_type,cik,date_filed,file_name
AMPHENOL CORP /DE/,8-K,820313,2026-07-29,edgar/data/820313/0001104659-26-087904.txt
AMPHENOL CORP /DE/,8-K,820313,2026-08-06,edgar/data/820313/0001104659-26-091969.txt
AMPHENOL CORP /DE/,8-K,820313,2026-09-04,edgar/data/820313/0001104659-26-105485.txt
AMPHENOL CORP /DE/,SCHEDULE 13G/A,820313,2026-08-06,edgar/data/820313/0000315066-26-001935.txt
"AMPLIFICA HOLDINGS GROUP, INC.",D,1882915,2026-08-20,edgar/data/1882915/0001882915-26-000003.txt
AMR Resources Acquisition Corp.,10-Q,2110119,2026-08-27,edgar/data/2110119/0001213900-26-094378.txt
AMR Resources Acquisition Corp.,3,2110119,2026-07-16,edgar/data/2110119/0001213900-26-078858.txt
AMR Resources Acquisition Corp.,3,2110119,2026-07-16,edgar/data/2110119/0001213900-26-078859.txt
AMR Resources Acquisition Corp.,3,2110119,2026-07-16,edgar/data/2110119/0001213900-26-078860.txt
AMR Resources Acquisition Corp.,3,2110119,2026-07-16,edgar/data/2110119/0001213900-26-078861.txt
AMR Resources Acquisition Corp.,3,2110119,2026-07-16,edgar/data/2110119/0001213900-26-078862.txt
AMR Resources Acquisition Corp.,3,2110119,2026-07-16,edgar/data/2110119/0001213900-26-078863.txt
AMR Resources Acquisition Corp.,4,2110119,2026-07-20,edgar/data/2110119/0001213900-26-079753.txt
AMR Resources Acquisition Corp.,424B4,2110119,2026-07-17,edgar/data/2110119/0001213900-26-079231.txt
AMR Resources Acquisition Corp.,8-A12B,2110119,2026-07-16,edgar/data/2110119/0001213900-26-078610.txt
AMR Resources Acquisition Corp.,8-K,2110119,2026-07-21,edgar/data/2110119/0001213900-26-080043.txt
AMR Resources Acquisition Corp.,8-K,2110119,2026-07-24,edgar/data/2110119/0001213900-26-081360.txt
AMR Resources Acquisition Corp.,8-K,2110119,2026-09-04,edgar/data/2110119/0001213900-26-097666.txt
AMR Resources Acquisition Corp.,CERT,2110119,2026-07-16,edgar/data/2110119/0001354457-26-000699.txt
AMR Resources Acquisition Corp.,EFFECT,2110119,2026-07-16,edgar/data/2110119/9999999995-26-002336.txt
AMR Resources Acquisition Corp.,SCHEDULE 13G,2110119,2026-07-28,edgar/data/2110119/0001193125-26-319605.txt
AMR Resources Sponsor LLC,3,2114297,2026-07-16,edgar/data/2114297/0001213900-26-078861.txt
AMR Resources Sponsor LLC,4,2114297,2026-07-20,edgar/data/2114297/0001213900-26-079753.txt
AMREP CORP.,10-K,6207,2026-07-24,edgar/data/6207/0001104659-26-086659.txt
AMREP CORP.,10-Q,6207,2026-09-11,edgar/data/6207/0001104659-26-107084.txt
AMREP CORP.,144,6207,2026-07-29,edgar/data/6207/0001959173-26-005444.txt
AMREP CORP.,4,6207,2026-07-14,edgar/data/6207/0001104659-26-083537.txt
AMREP CORP.,4,6207,2026-07-14,edgar/data/6207/0001104659-26-083539.txt
AMREP CORP.,4,6207,2026-07-30,edgar/data/6207/0001104659-26-088726.txt
AMREP CORP.,8-K,6207,2026-07-14,edgar/data/6207/0001104659-26-083522.txt
AMREP CORP.,8-K,6207,2026-07-24,edgar/data/6207/0001104659-26-086664.txt
AMREP CORP.,8-K,6207,2026-09-11,edgar/data/6207/0001104659-26-107091.txt
AMREP CORP.,DEF 14A,6207,2026-08-04,edgar/data/6207/0001104659-26-090418.txt
AMS Capital Ltda,13F-HR,1717977,2026-08-06,edgar/data/1717977/0001717977-26-000004.txt
"AMS India Opportunities Fund, LP",D/A,1552060,2026-08-06,edgar/data/1552060/0001552060-26-000002.txt
AMTD IDEA GROUP,6-K,1769731,2026-08-07,edgar/data/1769731/0001213900-26-086758.txt
AMTECH SYSTEMS INC,10-Q,720500,2026-08-05,edgar/data/720500/0000720500-26-000010.txt
AMTECH SYSTEMS INC,4,720500,2026-08-05,edgar/data/720500/0001223192-26-000004.txt
AMTECH SYSTEMS INC,4,720500,2026-08-05,edgar/data/720500/0001267540-26-000001.txt
AMTECH SYSTEMS INC,4,720500,2026-08-05,edgar/data/720500/0002136935-26-000003.txt
AMTECH SYSTEMS INC,4,720500,2026-08-25,edgar/data/720500/0002136935-26-000004.txt
AMTECH SYSTEMS INC,8-K,720500,2026-08-05,edgar/data/720500/0000720500-26-000009.txt
AMTECH SYSTEMS INC,8-K,720500,2026-08-05,edgar/data/720500/0000720500-26-000011.txt
AMTECH SYSTEMS INC,SCHEDULE 13G,720500,2026-07-27,edgar/data/720500/0001493152-26-034783.txt
AMTECH SYSTEMS INC,SCHEDULE 13G/A,720500,2026-08-06,edgar/data/720500/0001325447-26-000032.txt
AMUNDI AUSTRIA GMBH,13F-NT,1696432,2026-08-11,edgar/data/1696432/0001172661-26-003282.txt
AMUNDI AUSTRIA GMBH,N-PX,1696432,2026-08-27,edgar/data/1696432/0001172661-26-004133.txt
AMUNDI HONG KONG LTD,13F-NT,1696433,2026-08-11,edgar/data/1696433/0001172661-26-003287.txt
AMUNDI HONG KONG LTD,N-PX,1696433,2026-08-27,edgar/data/1696433/0001172661-26-004135.txt
AMVEST CAPITAL SECURITIES LLC,X-17A-5,2013984,2026-07-16,edgar/data/2013984/0002013984-26-000006.txt
"AMZL, LP",144,1971694,2026-08-12,edgar/data/1971694/0001628280-26-056395.txt
"AMZL, LP",144,1971694,2026-08-14,edgar/data/1971694/0001628280-26-057194.txt
"AN2 Therapeutics, Inc.",10-Q,1880438,2026-08-11,edgar/data/1880438/0001193125-26-344569.txt
"AN2 Therapeutics, Inc.",144,1880438,2026-08-17,edgar/data/1880438/0001972481-26-000263.txt
"AN2 Therapeutics, Inc.",3,1880438,2026-08-27,edgar/data/1880438/0001193125-26-370943.txt
"AN2 Therapeutics, Inc.",4,1880438,2026-07-10,edgar/data/1880438/0001193125-26-301092.txt
"AN2 Therapeutics, Inc.",4,1880438,2026-07-10,edgar/data/1880438/0001193125-26-301165.txt
"AN2 Therapeutics, Inc.",4,1880438,2026-07-10,edgar/data/1880438/0001193125-26-301166.txt
"AN2 Therapeutics, Inc.",4,1880438,2026-07-10,edgar/data/1880438/0001193125-26-301167.txt
"AN2 Therapeutics, Inc.",4,1880438,2026-08-14,edgar/data/1880438/0001193125-26-351801.txt
"AN2 Therapeutics, Inc.",4,1880438,2026-08-19,edgar/data/1880438/0001193125-26-357225.txt
"AN2 Therapeutics, Inc.",4,1880438,2026-09-02,edgar/data/1880438/0001193125-26-380595.txt
"AN2 Therapeutics, Inc.",4,1880438,2026-09-04,edgar/data/1880438/0001193125-26-383697.txt
"AN2 Therapeutics, Inc.",4,1880438,2026-09-08,edgar/data/1880438/0001193125-26-385511.txt
"AN2 Therapeutics, Inc.",4,1880438,2026-09-11,edgar/data/1880438/0001193125-26-389545.txt
"AN2 Therapeutics, Inc.",8-K,1880438,2026-08-11,edgar/data/1880438/0001193125-26-344549.txt
"ANALOG CENTURY FUND, LTD.",D/A,1749960,2026-08-14,edgar/data/1749960/0001749960-26-000001.txt
"ANALOG CENTURY PARTNERS, LP",D/A,1749962,2026-08-14,edgar/data/1749962/0001749962-26-000001.txt
ANALOG DEVICES INC,10-Q,6281,2026-08-19,edgar/data/6281/0000006281-26-000073.txt
ANALOG DEVICES INC,144,6281,2026-07-01,edgar/data/6281/0001959173-26-004987.txt
ANALOG DEVICES INC,144,6281,2026-07-13,edgar/data/6281/0001959173-26-005203.txt
ANALOG DEVICES INC,144,6281,2026-08-03,edgar/data/6281/0001959173-26-005520.txt
ANALOG DEVICES INC,144,6281,2026-08-26,edgar/data/6281/0001959173-26-006455.txt
ANALOG DEVICES INC,144,6281,2026-08-27,edgar/data/6281/0001959173-26-006480.txt
ANALOG DEVICES INC,144,6281,2026-09-01,edgar/data/6281/0001959173-26-006575.txt
ANALOG DEVICES INC,144,6281,2026-09-08,edgar/data/6281/0001959173-26-006775.txt
ANALOG DEVICES INC,144,6281,2026-09-09,edgar/data/6281/0001958244-26-000585.txt
ANALOG DEVICES INC,4,6281,2026-07-06,edgar/data/6281/0001201872-26-000013.txt
ANALOG DEVICES INC,4,6281,2026-07-09,edgar/data/6281/0000900729-26-000012.txt
ANALOG DEVICES INC,4,6281,2026-07-14,edgar/data/6281/0001744712-26-000005.txt
ANALOG DEVICES INC,4,6281,2026-08-04,edgar/data/6281/0000006281-26-000066.txt
ANALOG DEVICES INC,4,6281,2026-08-06,edgar/data/6281/0000900729-26-000014.txt
ANALOG DEVICES INC,4,6281,2026-08-19,edgar/data/6281/0000006281-26-000075.txt
ANALOG DEVICES INC,4,6281,2026-08-19,edgar/data/6281/0001201872-26-000015.txt
ANALOG DEVICES INC,4,6281,2026-08-19,edgar/data/6281/0001465733-26-000003.txt
ANALOG DEVICES INC,4,6281,2026-08-19,edgar/data/6281/0001768266-26-000007.txt
ANALOG DEVICES INC,4,6281,2026-08-19,edgar/data/6281/0002009110-26-000003.txt
ANALOG DEVICES INC,4,6281,2026-08-19,edgar/data/6281/0002044259-26-000010.txt
ANALOG DEVICES INC,4,6281,2026-08-27,edgar/data/6281/0002009110-26-000005.txt
ANALOG DEVICES INC,4,6281,2026-08-28,edgar/data/6281/0001744712-26-000007.txt
ANALOG DEVICES INC,4,6281,2026-09-02,edgar/data/6281/0001201872-26-000017.txt
ANALOG DEVICES INC,4,6281,2026-09-09,edgar/data/6281/0002009110-26-000007.txt
ANALOG DEVICES INC,4,6281,2026-09-10,edgar/data/6281/0000900729-26-000017.txt
ANALOG DEVICES INC,8-K,6281,2026-07-02,edgar/data/6281/0001193125-26-294488.txt
ANALOG DEVICES INC,8-K,6281,2026-07-29,edgar/data/6281/0001193125-26-324223.txt
ANALOG DEVICES INC,8-K,6281,2026-08-19,edgar/data/6281/0000006281-26-000072.txt
ANALOG DEVICES INC,8-K,6281,2026-09-09,edgar/data/6281/0001193125-26-385938.txt
ANAND KUNAL,144,2016857,2026-08-03,edgar/data/2016857/0001950047-26-007525.txt
ANAND KUNAL,4,2016857,2026-08-04,edgar/data/2016857/0002016857-26-000008.txt
"ANAPTYSBIO, INC",144,1370053,2026-07-13,edgar/data/1370053/0001950047-26-007028.txt
"ANAPTYSBIO, INC",4,1370053,2026-08-07,edgar/data/1370053/0001673528-26-000016.txt
"ANAPTYSBIO, INC",4,1370053,2026-08-07,edgar/data/1370053/0001711462-26-000012.txt
"ANAPTYSBIO, INC",8-K,1370053,2026-07-30,edgar/data/1370053/0001193125-26-326097.txt
"ANAPTYSBIO, INC",8-K,1370053,2026-08-11,edgar/data/1370053/0001193125-26-344583.txt
"ANAPTYSBIO, INC",SCHEDULE 13G/A,1370053,2026-08-14,edgar/data/1370053/0000919574-26-005200.txt
ANASTASIO CURT,4,1032097,2026-07-07,edgar/data/1032097/0001437749-26-022866.txt
ANAVEX LIFE SCIENCES CORP.,10-K/A,1314052,2026-08-28,edgar/data/1314052/0001731122-26-001164.txt
ANAVEX LIFE SCIENCES CORP.,10-Q,1314052,2026-08-28,edgar/data/1314052/0001731122-26-001166.txt
ANAVEX LIFE SCIENCES CORP.,10-Q,1314052,2026-08-28,edgar/data/1314052/0001731122-26-001167.txt
ANAVEX LIFE SCIENCES CORP.,10-Q/A,1314052,2026-08-28,edgar/data/1314052/0001731122-26-001165.txt
ANAVEX LIFE SCIENCES CORP.,8-K,1314052,2026-07-20,edgar/data/1314052/0001731122-26-000957.txt
ANAVEX LIFE SCIENCES CORP.,8-K,1314052,2026-07-30,edgar/data/1314052/0001731122-26-000988.txt
ANAVEX LIFE SCIENCES CORP.,8-K,1314052,2026-08-03,edgar/data/1314052/0001731122-26-001000.txt
ANAVEX LIFE SCIENCES CORP.,8-K,1314052,2026-08-11,edgar/data/1314052/0001731122-26-001042.txt
ANAVEX LIFE SCIENCES CORP.,8-K,1314052,2026-08-17,edgar/data/1314052/0001731122-26-001078.txt
ANAVEX LIFE SCIENCES CORP.,8-K,1314052,2026-08-25,edgar/data/1314052/0001731122-26-001143.txt
ANAVEX LIFE SCIENCES CORP.,8-K,1314052,2026-09-02,edgar/data/1314052/0001731122-26-001179.txt
ANAVEX LIFE SCIENCES CORP.,8-K,1314052,2026-09-09,edgar/data/1314052/0001731122-26-001211.txt
ANAVEX LIFE SCIENCES CORP.,DEFA14A,1314052,2026-08-11,edgar/data/1314052/0001731122-26-001044.txt
ANAVEX LIFE SCIENCES CORP.,DEFA14A,1314052,2026-08-17,edgar/data/1314052/0001731122-26-001080.txt
ANAVEX LIFE SCIENCES CORP.,DEFA14A,1314052,2026-08-17,edgar/data/1314052/0001731122-26-001083.txt
ANAVEX LIFE SCIENCES CORP.,DEFA14A,1314052,2026-08-24,edgar/data/1314052/0001731122-26-001126.txt
ANAVEX LIFE SCIENCES CORP.,DEFA14A,1314052,2026-08-31,edgar/data/1314052/0001731122-26-001171.txt
ANAVEX LIFE SCIENCES CORP.,DEFA14A,1314052,2026-09-01,edgar/data/1314052/0001731122-26-001175.txt
ANAVEX LIFE SCIENCES CORP.,DEFA14A,1314052,2026-09-04,edgar/data/1314052/0001731122-26-001194.txt
ANAVEX LIFE SCIENCES CORP.,DEFA14A,1314052,2026-09-08,edgar/data/1314052/0001731122-26-001207.txt
ANAVEX LIFE SCIENCES CORP.,DEFC14A,1314052,2026-08-11,edgar/data/1314052/0001731122-26-001038.txt
ANAVEX LIFE SCIENCES CORP.,DEFC14A,1314052,2026-08-27,edgar/data/1314052/0001493152-26-040438.txt
ANAVEX LIFE SCIENCES CORP.,DFAN14A,1314052,2026-08-20,edgar/data/1314052/0001493152-26-039269.txt
ANAVEX LIFE SCIENCES CORP.,DFAN14A,1314052,2026-09-02,edgar/data/1314052/0001493152-26-041140.txt
ANAVEX LIFE SCIENCES CORP.,DFAN14A,1314052,2026-09-03,edgar/data/1314052/0001493152-26-041287.txt
ANAVEX LIFE SCIENCES CORP.,DFAN14A,1314052,2026-09-04,edgar/data/1314052/0001493152-26-041425.txt
ANAVEX LIFE SCIENCES CORP.,DFAN14A,1314052,2026-09-09,edgar/data/1314052/0001493152-26-041997.txt
ANAVEX LIFE SCIENCES CORP.,DFAN14A,1314052,2026-09-10,edgar/data/1314052/0001493152-26-042019.txt
ANAVEX LIFE SCIENCES CORP.,DFAN14A,1314052,2026-09-10,edgar/data/1314052/0001493152-26-042192.txt
ANAVEX LIFE SCIENCES CORP.,NT 10-Q,1314052,2026-08-10,edgar/data/1314052/0001731122-26-001031.txt
ANAVEX LIFE SCIENCES CORP.,PREC14A,1314052,2026-07-24,edgar/data/1314052/0000820434-26-000007.txt
ANAVEX LIFE SCIENCES CORP.,PREC14A,1314052,2026-07-31,edgar/data/1314052/0001731122-26-000998.txt
ANAVEX LIFE SCIENCES CORP.,PRRN14A,1314052,2026-08-18,edgar/data/1314052/0001493152-26-038835.txt
ANAVEX LIFE SCIENCES CORP.,PRRN14A,1314052,2026-08-27,edgar/data/1314052/0001493152-26-040286.txt
ANAVEX LIFE SCIENCES CORP.,SCHEDULE 13G,1314052,2026-07-31,edgar/data/1314052/0002100119-26-001319.txt
ANB BANK,13F-HR,2067126,2026-08-12,edgar/data/2067126/0002067126-26-000003.txt
ANCHOR CAPITAL ADVISORS LLC,13F-HR,813933,2026-08-05,edgar/data/813933/0001172661-26-003075.txt
ANCHOR CAPITAL ADVISORS LLC,13F-HR/A,813933,2026-09-03,edgar/data/813933/0001172661-26-004338.txt
ANCHOR CAPITAL ADVISORS LLC,N-PX,813933,2026-07-31,edgar/data/813933/0001172661-26-002967.txt
ANCHOR CAPITAL ADVISORS LLC,N-PX/A,813933,2026-08-04,edgar/data/813933/0001172661-26-003049.txt
"ANCHOR CAPITAL MANAGEMENT COMPANY, LLC",13F-HR,2009885,2026-08-14,edgar/data/2009885/0001398344-26-014468.txt
"ANCHOR CAPITAL MANAGEMENT COMPANY, LLC",N-PX,2009885,2026-08-03,edgar/data/2009885/0001398344-26-013330.txt
ANCHYRA PARTNERS LLC,13F-HR,2107106,2026-07-23,edgar/data/2107106/0002107106-26-000003.txt
"ANCORA PRIVATE WEALTH ADVISORS, LLC",13F-NT,1657660,2026-08-17,edgar/data/1657660/0001657660-26-000008.txt
"ANCORA PRIVATE WEALTH ADVISORS, LLC",N-PX,1657660,2026-08-31,edgar/data/1657660/0001162044-26-000773.txt
ANCORA TRUST,N-CSRS,1260667,2026-08-27,edgar/data/1260667/0001162044-26-000731.txt
ANCORA TRUST,N-PX,1260667,2026-08-28,edgar/data/1260667/0001162044-26-000733.txt
ANCORA TRUST,NPORT-P,1260667,2026-08-28,edgar/data/1260667/0001162044-26-000748.txt
ANCORA TRUST,NPORT-P,1260667,2026-08-28,edgar/data/1260667/0001162044-26-000751.txt
ANCORA TRUST,NPORT-P,1260667,2026-08-28,edgar/data/1260667/0001162044-26-000754.txt
"AND X, a series of FDVC Growth, LP",D,2143959,2026-07-30,edgar/data/2143959/0002143959-26-000001.txt
ANDERSON CHARLES C,SCHEDULE 13D/A,901213,2026-08-28,edgar/data/901213/0001654954-26-007974.txt
ANDERSON DAVID HUGO,4,1241405,2026-07-02,edgar/data/1241405/0001241405-26-000006.txt
ANDERSON DAVID HUGO,4,1241405,2026-07-21,edgar/data/1241405/0001733998-26-000121.txt
ANDERSON DAVID HUGO,4,1241405,2026-08-18,edgar/data/1241405/0001733998-26-000135.txt
ANDERSON HOAGLAND & CO,13F-HR,791191,2026-07-06,edgar/data/791191/0000791191-26-000004.txt
ANDERSON HOAGLAND & CO,N-PX,791191,2026-07-07,edgar/data/791191/0001085146-26-000474.txt
ANDERSON JAMES M,144,1250579,2026-07-31,edgar/data/1250579/0001628280-26-051389.txt
ANDERSON JAMES M,4,1250579,2026-07-31,edgar/data/1250579/0000708955-26-000136.txt
ANDERSON JAMES M,4,1250579,2026-08-05,edgar/data/1250579/0000708955-26-000141.txt
ANDERSON JAMES M,4,1250579,2026-09-09,edgar/data/1250579/0000708955-26-000149.txt
ANDERSON JAMES ROBERT,4,1644651,2026-09-01,edgar/data/1644651/0000899140-26-001035.txt
ANDERSON KERRII B,144,1227159,2026-08-17,edgar/data/1227159/0001950047-26-008239.txt
ANDERSON KERRII B,4,1227159,2026-07-08,edgar/data/1227159/0001227159-26-000010.txt
ANDERSON KERRII B,4,1227159,2026-08-04,edgar/data/1227159/0001225208-26-006927.txt
ANDERSON KERRII B,4,1227159,2026-08-18,edgar/data/1227159/0000920148-26-000186.txt
ANDERSON LARS C,4,1507307,2026-08-18,edgar/data/1507307/0001025835-26-000158.txt
ANDERSON LAWRENCE LAZELLE,4,1512030,2026-09-08,edgar/data/1512030/0001512030-26-000002.txt
ANDERSON MARK M.,4,1710175,2026-07-02,edgar/data/1710175/0001213900-26-075038.txt
ANDERSON RICHARD H,4,1200334,2026-07-01,edgar/data/1200334/0001225208-26-006269.txt
ANDERSON RICHARD H,4,1200334,2026-08-24,edgar/data/1200334/0001225208-26-007293.txt
ANDERSON SAMUEL J,144,1195966,2026-08-03,edgar/data/1195966/0001969223-26-000821.txt
ANDERSON SAMUEL J,4,1195966,2026-08-18,edgar/data/1195966/0001193125-26-355471.txt
ANDERSON SAMUEL J,4,1195966,2026-08-24,edgar/data/1195966/0001193125-26-363138.txt
ANDERSON SUSAN ELAINE,4,1627858,2026-09-08,edgar/data/1627858/0001627858-26-000003.txt
ANDERSON W RICHARD,4,1288047,2026-07-06,edgar/data/1288047/0001213900-26-075578.txt
"ANDESA SERVICES, INC. /TA",TA-1/A,920888,2026-08-03,edgar/data/920888/0000920888-26-000004.txt
ANDINA BOTTLING CO INC,6-K,925261,2026-07-29,edgar/data/925261/0001104659-26-087665.txt
ANDINA BOTTLING CO INC,6-K,925261,2026-07-30,edgar/data/925261/0001104659-26-088283.txt
ANDINA BOTTLING CO INC,6-K,925261,2026-08-07,edgar/data/925261/0001104659-26-092192.txt
ANDINA BOTTLING CO INC,6-K,925261,2026-08-07,edgar/data/925261/0001104659-26-092397.txt
ANDR SPV1B EVP May 2026 a Series of CGF2021 LLC,D,2143635,2026-07-09,edgar/data/2143635/0002143635-26-000001.txt
ANDR SPV1B EVP May 2026 a Series of CGF2021 LLC,D/A,2143635,2026-07-09,edgar/data/2143635/0002143635-26-000002.txt
ANDRASICK JAMES S,144,1206906,2026-08-04,edgar/data/1206906/0001959173-26-005598.txt
ANDRASICK JAMES S,4,1206906,2026-08-05,edgar/data/1206906/0001628280-26-053491.txt
ANDRESKI PETER M,4,1936131,2026-08-18,edgar/data/1936131/0001403161-26-000111.txt
ANDRETTI MICHAEL,4,1685577,2026-09-09,edgar/data/1685577/0001213900-26-098411.txt
ANDREWS DEBORAH J,4,1325697,2026-07-02,edgar/data/1325697/0001193125-26-294860.txt
ANDREWS DEBORAH J,4,1325697,2026-08-04,edgar/data/1325697/0001325697-26-000009.txt
ANDREWS DEBORAH J,4,1325697,2026-08-18,edgar/data/1325697/0001325697-26-000011.txt
ANDREWS RONALD ASBURY,4,1299153,2026-07-01,edgar/data/1299153/0001193125-26-292654.txt
"ANDREWS, LUCIA WEALTH MANAGEMENT LLC",13F-HR,1906227,2026-07-20,edgar/data/1906227/0001725547-26-000238.txt
"ANDREWS, LUCIA WEALTH MANAGEMENT LLC",N-PX,1906227,2026-07-20,edgar/data/1906227/0001725547-26-000237.txt
ANFIELD ENERGY INC.,6-K,1519469,2026-07-07,edgar/data/1519469/0001171843-26-004503.txt
ANFIELD ENERGY INC.,6-K,1519469,2026-07-09,edgar/data/1519469/0001171843-26-004549.txt
ANFIELD ENERGY INC.,6-K,1519469,2026-07-29,edgar/data/1519469/0001493152-26-035060.txt
ANFIELD ENERGY INC.,6-K,1519469,2026-07-30,edgar/data/1519469/0001171843-26-005056.txt
ANFIELD ENERGY INC.,6-K,1519469,2026-07-30,edgar/data/1519469/0001493152-26-035302.txt
ANFIELD ENERGY INC.,6-K,1519469,2026-07-30,edgar/data/1519469/0001493152-26-035329.txt
ANFIELD ENERGY INC.,6-K,1519469,2026-07-31,edgar/data/1519469/0001493152-26-035524.txt
ANFIELD ENERGY INC.,6-K,1519469,2026-08-03,edgar/data/1519469/0001171843-26-005130.txt
ANFIELD ENERGY INC.,6-K,1519469,2026-08-10,edgar/data/1519469/0001493152-26-036702.txt
ANFIELD ENERGY INC.,6-K,1519469,2026-08-14,edgar/data/1519469/0001493152-26-038279.txt
ANFIELD ENERGY INC.,6-K,1519469,2026-08-28,edgar/data/1519469/0001171843-26-005788.txt
ANFIELD ENERGY INC.,6-K,1519469,2026-09-10,edgar/data/1519469/0001171843-26-005972.txt
ANFIELD ENERGY INC.,SD,1519469,2026-09-10,edgar/data/1519469/0001493152-26-042103.txt
ANFIELD ENERGY INC.,SUPPL,1519469,2026-07-30,edgar/data/1519469/0001193125-26-324796.txt
ANFIELD ENERGY INC.,SUPPL,1519469,2026-07-31,edgar/data/1519469/0001193125-26-326510.txt
ANGEL STEPHEN F,4,1190775,2026-07-06,edgar/data/1190775/0001193125-26-296199.txt
ANGEL STEPHEN F,4,1190775,2026-08-05,edgar/data/1190775/0001193125-26-335141.txt
ANGEL STEPHEN F,4,1190775,2026-09-02,edgar/data/1190775/0001193125-26-380206.txt
"ANGELES WEALTH MANAGEMENT, LLC",13F-HR,1929170,2026-07-28,edgar/data/1929170/0001398344-26-012905.txt
"ANGELES WEALTH MANAGEMENT, LLC",N-PX,1929170,2026-08-25,edgar/data/1929170/0001398344-26-015532.txt
"ANGELO GORDON & CO., L.P.",13F-NT,860662,2026-08-14,edgar/data/860662/0000860662-26-000003.txt
"ANGELO GORDON & CO., L.P.",4,860662,2026-07-01,edgar/data/860662/0001999371-26-014057.txt
"ANGELO GORDON & CO., L.P.",4,860662,2026-07-31,edgar/data/860662/0001999371-26-016672.txt
"ANGELO GORDON & CO., L.P.",N-PX,860662,2026-08-27,edgar/data/860662/0000860662-26-000006.txt
ANGELO MARK,4,1271848,2026-07-21,edgar/data/1271848/0001271848-26-000003.txt
ANGELO MARK,4,1271848,2026-08-13,edgar/data/1271848/0001271848-26-000005.txt
ANGIODYNAMICS INC,10-K,1275187,2026-07-14,edgar/data/1275187/0001628280-26-048138.txt
ANGIODYNAMICS INC,144,1275187,2026-07-30,edgar/data/1275187/0001950047-26-007444.txt
ANGIODYNAMICS INC,4,1275187,2026-07-21,edgar/data/1275187/0001140361-26-029176.txt
ANGIODYNAMICS INC,4,1275187,2026-07-21,edgar/data/1275187/0001140361-26-029178.txt
ANGIODYNAMICS INC,4,1275187,2026-07-21,edgar/data/1275187/0001140361-26-029181.txt
ANGIODYNAMICS INC,4,1275187,2026-07-21,edgar/data/1275187/0001140361-26-029185.txt
ANGIODYNAMICS INC,4,1275187,2026-07-21,edgar/data/1275187/0001140361-26-029188.txt
ANGIODYNAMICS INC,4,1275187,2026-07-21,edgar/data/1275187/0001140361-26-029190.txt
ANGIODYNAMICS INC,4,1275187,2026-07-22,edgar/data/1275187/0001140361-26-029330.txt
ANGIODYNAMICS INC,4,1275187,2026-07-22,edgar/data/1275187/0001140361-26-029331.txt
ANGIODYNAMICS INC,4,1275187,2026-07-22,edgar/data/1275187/0001140361-26-029332.txt
ANGIODYNAMICS INC,4,1275187,2026-07-22,edgar/data/1275187/0001140361-26-029333.txt
ANGIODYNAMICS INC,4,1275187,2026-07-22,edgar/data/1275187/0001140361-26-029334.txt
ANGIODYNAMICS INC,4,1275187,2026-07-22,edgar/data/1275187/0001140361-26-029335.txt
ANGIODYNAMICS INC,4,1275187,2026-07-22,edgar/data/1275187/0001140361-26-029336.txt
ANGIODYNAMICS INC,4,1275187,2026-07-22,edgar/data/1275187/0001140361-26-029337.txt
ANGIODYNAMICS INC,4,1275187,2026-07-22,edgar/data/1275187/0001140361-26-029338.txt
