method,object,spec_id,target,window,horizon_q,weighting,n,first_quarter,last_quarter,mae,rmse,bias,crps,pinball_mean,cov80,cov90,pit_mean,ratio_seasonal_naive,n_match_seasonal_naive,ratio_seasonal_naive_drift,n_match_seasonal_naive_drift,ratio_trailing4,n_match_trailing4,ratio_pct_rev_last4,n_match_pct_rev_last4,ratio_guide_implied,n_match_guide_implied,ratio_q_guide_implied,n_match_q_guide_implied,ratio_street,n_match_street,beats_seasonal_naive,survives_both_windows,mae_full_sample,hindsight_gap_mae,hindsight_share,n_params,n_obs,param_obs_ratio,conformal_cov_empirical,replays_present,survives_both_windows_eq_and_rw
driver-lines,lines_v2,b_elastic_eq,cor_cash_musd,W1,0,equal,14,2023Q1,2026Q2,19.53930096967308,25.285138223734894,8.281469649937746,14.203046311471155,5.878621756761009,0.9285714285714286,0.9285714285714286,0.4167185561458599,0.3641892765285793,14,0.7995084395507881,14,,0,0.2648511051807926,14,,0,,0,,0,True,True,16.429308138131105,3.109992831541973,0.1591660232046678,10,14,0.7142857142857143,0.875,2,True
margin-ts,per_night_seasonal,g_k4_rw,cor_cash_musd,W1,0,equal,14,2023Q1,2026Q2,20.005891954163417,26.74792787046125,-1.565593728177913,16.70649235217482,7.283679770530989,0.9285714285714286,0.9285714285714286,0.5214987841417609,0.3728859762385659,14,0.8186003932750968,14,,0,0.2711756476043657,14,,0,,0,,0,True,True,26.436730856383253,-6.430838902219836,-0.32144724748858383,7,14,0.5,0.75,2,True
margin-ts,per_night_seasonal,g_k4_ew,cor_cash_musd,W1,0,equal,14,2023Q1,2026Q2,20.42789816045628,27.422137705235272,-1.9450479039216264,17.213404136725597,7.537071748468626,0.8571428571428572,0.9285714285714286,0.5237000695063107,0.3807516688341662,14,0.8358680285911002,14,,0,0.2768958527592631,14,,0,,0,,0,True,True,26.83253286261221,-6.404634702155931,-0.3135239196832219,7,14,0.5,0.75,2,True
alt-augmented,lines_aug,best1_rw,cor_cash_musd,W1,0,equal,14,2023Q1,2026Q2,20.43041619629627,26.842127033580184,6.008911653062426,15.166020062114605,6.263771751819835,0.7857142857142858,0.9285714285714286,0.4380385822486823,0.3807986020203773,14,0.8359710614942883,14,,0,0.2769299842041978,14,,0,,0,,0,True,True,16.640003194473827,3.7904130018224436,0.18552793860898384,15,14,1.0714285714285714,0.875,2,True
driver-lines,lines_v2,d_steps_rw,cor_cash_musd,W1,0,equal,14,2023Q1,2026Q2,21.28022711148291,29.842845480953702,-7.451117364800189,17.560159362740126,7.506473725659323,0.7142857142857142,0.9285714285714286,0.5612582040290407,0.3966380643874431,14,0.8707435950546566,14,,0,0.2884489919942521,14,,0,,0,,0,True,True,15.757729511865175,5.522497599617733,0.2595130949818561,14,14,1.0,1.0,2,True
alt-augmented,lines_aug,best1_eq,cor_cash_musd,W1,0,equal,14,2023Q1,2026Q2,21.88248175029393,27.381773808321647,9.722462204907249,15.598608621897077,6.440168319978078,0.9285714285714286,1.0,0.4177572119775595,0.4078633728841492,14,0.8953866294823147,14,,0,0.2966124266502273,14,,0,,0,,0,True,True,16.316907804313637,5.565573945980294,0.2543392476909314,15,14,1.0714285714285714,0.875,2,True
margin-ts,per_night_seasonal,nogrowth,cor_cash_musd,W1,0,equal,14,2023Q1,2026Q2,22.106436551991028,26.49994411336633,-5.624164779810733,15.745180487426405,6.53689737016388,0.9285714285714286,0.9285714285714286,0.569905201264063,0.4120376234027197,14,0.9045504042925115,14,,0,0.2996480867709288,14,,0,,0,,0,True,True,22.106436551991028,0.0,0.0,2,14,0.1428571428571428,0.75,2,True
cycle-flex,flex_lines,dl_rw,cor_cash_musd,W1,0,equal,14,2023Q1,2026Q2,22.539969998526573,27.988582913342803,-2.469233859841227,18.3861233493393,7.945377134180212,0.9285714285714286,1.0,0.5284332887973192,0.4201181700143811,14,0.922289710825058,14,,0,0.3055245412370324,14,,0,,0,,0,True,True,11.784225893286512,10.75574410524006,0.47718537806142414,22,14,1.5714285714285714,1.0,2,True
margin-ts,sarima_margin,lines_aicc,cor_cash_musd,W1,0,equal,14,2023Q1,2026Q2,22.855898965242133,28.372973737786623,3.767049028423988,16.61074728898561,6.944549065520257,0.7857142857142858,0.9285714285714286,0.4874119810339915,0.426006709322985,14,0.9352168813302716,14,,0,0.3098068917736822,14,,0,,0,,0,True,True,17.9373378213541,4.918561143888034,0.21519876121993206,15,14,1.0714285714285714,0.875,2,True
baselines-margin,seasonal_naive_drift,seasonal_naive_drift|cor_cash_musd|h0|PIT,cor_cash_musd,W1,0,equal,14,2023Q1,2026Q2,24.43914285714287,28.79099219994238,-2.819857142857148,16.366673351182516,6.7592751840555305,0.7857142857142858,0.9285714285714286,0.5525357910870934,0.4555164880225689,14,1.0,14,,0,0.3312674289337106,14,,0,,0,,0,True,True,,,,1,14,0.0714285714285714,0.875,1,True
margin-ts,pct_rev_seasonal,drift_k8_rw,cor_cash_musd,W1,0,equal,14,2023Q1,2026Q2,27.80780442250524,35.232816010170666,-19.29250966403348,28.86121026403986,13.239674940879832,1.0,1.0,0.5638883959990432,0.5183043236909542,14,1.1378387771229796,14,,0,0.3769289262386068,14,,0,,0,,0,True,True,17.167676877243906,10.640127545261333,0.38263098314407484,7,14,0.5,0.875,2,True
baselines-margin,seasonal_naive,seasonal_naive|cor_cash_musd|h0|PIT,cor_cash_musd,W1,0,equal,14,2023Q1,2026Q2,53.651500000000006,58.11559526311087,-53.651500000000006,37.76698974887836,15.758325271552756,0.5714285714285715,0.6428571428571429,0.8526415769509385,1.0,14,2.195310216631399,14,,0,0.7272347711753909,14,,0,,0,,0,False,False,,,,1,14,0.0714285714285714,0.75,1,False
baselines-margin,pct_rev_last4,pct_rev_last4|cor_cash_musd|h0|PIT,cor_cash_musd,W1,0,equal,14,2023Q1,2026Q2,73.77466277263662,102.12944987883624,14.008704454243787,55.22999101588192,22.37483381392146,0.6428571428571428,0.7857142857142857,0.518433880018908,1.375071764491889,14,3.018709093190409,14,,0,1.0,14,,0,,0,,0,False,False,,,,3,14,0.2142857142857142,0.875,1,False
cycle-flex,flex_lines,l0_rw,cor_cash_musd,W1,0,recency,14,2023Q1,2026Q2,15.503027672283547,21.414217742074957,-5.054722352923369,12.332131578046852,5.2870978356566765,0.8007032578292197,0.8007032578292197,0.5654759710360561,0.2549631430873609,14,0.6535217558067964,14,,0,0.2344353087765381,14,,0,,0,,0,True,True,14.176242264654904,1.326785407628643,0.0855823414416451,12,14,0.8571428571428571,0.875,2,True
margin-ts,per_night_seasonal,oracle_g_k4_rw_nightsknown,cor_cash_musd,W1,0,recency,14,2023Q1,2026Q2,15.70721549173794,22.913005711967717,-7.814569084454736,13.632725486664537,5.996615622100976,0.8443357586687619,0.8962238391125079,0.5880833788630558,0.2583212205757551,14,0.6621291830206925,14,,0,0.2375230175463405,14,,0,,0,,0,True,True,16.92873817464002,-1.22152268290208,-0.07776825138386914,7,14,0.5,0.75,2,True
cycle-flex,flex_lines,l0_eq,cor_cash_musd,W1,0,recency,14,2023Q1,2026Q2,16.227362610072962,20.888718893813586,-4.532078097018815,12.07955678220494,5.052743266552248,0.8007032578292197,0.948111919556254,0.5614282871792926,0.266875571826487,14,0.6840557037776588,14,,0,0.2453886327586583,14,,0,,0,,0,True,True,14.945300718222343,1.2820618918506188,0.07900617756916288,12,14,0.8571428571428571,0.875,2,True
alt-augmented,lines_aug,ridge_all_rw,cor_cash_musd,W1,0,recency,14,2023Q1,2026Q2,16.882358097799223,24.51739018891111,2.2610609371211963,13.755428912042156,5.84934546380297,0.8007032578292197,0.8007032578292197,0.4735468539543591,0.2776476424045,14,0.7116666846926754,14,,0,0.2552934121771245,14,,0,,0,,0,True,True,16.274811782782223,0.6075463150170002,0.035987052963661496,37,14,2.642857142857143,0.875,2,True
margin-ts,pct_rev_seasonal,nodrift,cor_cash_musd,W1,0,recency,14,2023Q1,2026Q2,16.902147121875622,20.28355527854526,4.377750460891686,12.242588118828747,5.194296219882311,0.8962238391125079,0.8962238391125079,0.4814289480222259,0.277973093141208,14,0.7125008803113306,14,,0,0.2555926599155537,14,,0,,0,,0,True,True,17.497206853201217,-0.5950597313255948,-0.03520616209495882,2,14,0.1428571428571428,0.875,2,True
alt-augmented,lines_aug,ridge_all_eq,cor_cash_musd,W1,0,recency,14,2023Q1,2026Q2,17.05415268519168,23.651655434609392,4.005545337321276,13.318752230745194,5.599670937494913,0.8443357586687619,1.0,0.4612616660528011,0.2804729800671093,14,0.718908592709878,14,,0,0.2578912735750946,14,,0,,0,,0,True,True,15.500810403908998,1.5533422812826831,0.09108293504557798,37,14,2.642857142857143,0.875,2,True
alt-augmented,lines_aug,none_eq,cor_cash_musd,W1,0,recency,14,2023Q1,2026Q2,17.122179342677427,23.651864106109176,4.805995626820736,13.235322602659512,5.56255846651378,0.948111919556254,0.948111919556254,0.4513929647956137,0.2815917480118574,14,0.7217762197038768,14,,0,0.2589199662143536,14,,0,,0,,0,True,True,15.686911628510824,1.4352677141666028,0.08382506020066996,10,14,0.7142857142857143,0.875,2,True
driver-lines,lines_v2,b_elastic_eq,cor_cash_musd,W1,0,recency,14,2023Q1,2026Q2,17.122179342677427,23.651864106109176,4.805995626820736,13.235322602659512,5.56255846651378,0.948111919556254,0.948111919556254,0.4513929647956137,0.2815917480118574,14,0.7217762197038768,14,,0,0.2589199662143536,14,,0,,0,,0,True,True,15.686911628510824,1.4352677141666028,0.08382506020066996,10,14,0.7142857142857143,0.875,2,True
alt-augmented,lines_aug,none_rw,cor_cash_musd,W1,0,recency,14,2023Q1,2026Q2,17.19912249777815,24.43870556049568,1.986598436987664,13.823797530969609,5.8751474145163884,0.8007032578292197,0.8007032578292197,0.4762540295657707,0.282857156877676,14,0.7250197168375777,14,,0,0.2600834932818133,14,,0,,0,,0,True,True,16.269641806914333,0.9294806908638158,0.05404233215874181,10,14,0.7142857142857143,0.875,2,True
alt-augmented,lines_aug,surv_emp_computer_systems_design_rw,cor_cash_musd,W1,0,recency,14,2023Q1,2026Q2,17.19912249777815,24.43870556049568,1.986598436987664,13.823797530969609,5.8751474145163884,0.8007032578292197,0.8007032578292197,0.4762540295657707,0.282857156877676,14,0.7250197168375777,14,,0,0.2600834932818133,14,,0,,0,,0,True,True,16.269641806914333,0.9294806908638158,0.05404233215874181,11,14,0.7857142857142857,0.875,2,True
driver-lines,lines_v2,b_elastic_rw,cor_cash_musd,W1,0,recency,14,2023Q1,2026Q2,17.19912249777815,24.43870556049568,1.986598436987664,13.823797530969609,5.8751474145163884,0.8007032578292197,0.8007032578292197,0.4762540295657707,0.282857156877676,14,0.7250197168375777,14,,0,0.2600834932818133,14,,0,,0,,0,True,True,16.269641806914333,0.9294806908638158,0.05404233215874181,10,14,0.7142857142857143,0.875,2,True
driver-lines,lines_v2,c_mix_rw,cor_cash_musd,W1,0,recency,14,2023Q1,2026Q2,17.3132523060394,25.1997980334272,2.551013603051228,14.155395024115707,6.044306157110921,0.8007032578292197,0.8007032578292197,0.4768892233832772,0.2847341382808808,14,0.7298307972446734,14,,0,0.2618093533786877,14,,0,,0,,0,True,True,16.35004008312349,0.9632122229159101,0.05563438953522972,12,14,0.8571428571428571,0.875,2,True
driver-lines,lines_v2,a_unit_eq,cor_cash_musd,W1,0,recency,14,2023Q1,2026Q2,17.412512930479593,25.07503492479991,-3.035810214424178,15.329253859889112,6.739069776344723,1.0,1.0,0.5030546320762094,0.2863665807512849,14,0.7340150752410681,14,,0,0.2633103630931702,14,,0,,0,,0,True,True,17.207580705312036,0.20493222516755694,0.011769250422713828,7,14,0.5,1.0,2,True
margin-ts,pct_rev_seasonal,drift_k4_rw,cor_cash_musd,W1,0,recency,14,2023Q1,2026Q2,17.782842834016353,24.56011298818599,-3.665933606618668,16.696793401766108,7.459504171611617,1.0,1.0,0.5166352303436278,0.2924570347052424,14,0.7496261322489705,14,,0,0.2689104566439314,14,,0,,0,,0,True,True,18.582746726137408,-0.7999038921210548,-0.044981778199767855,7,14,0.5,0.875,2,True
margin-ts,pct_rev_seasonal,drift_k4_ew,cor_cash_musd,W1,0,recency,14,2023Q1,2026Q2,17.872630514994402,24.523001833452263,-4.384804299163656,17.412798855500018,7.82139670230343,1.0,1.0,0.5228833318053917,0.2939336849336114,14,0.753411083431603,14,,0,0.2702682174090786,14,,0,,0,,0,True,True,19.54806046015328,-1.6754299451588786,-0.09374277299322345,7,14,0.5,0.875,2,True
alt-augmented,lines_aug,best1_rw,cor_cash_musd,W1,0,recency,14,2023Q1,2026Q2,17.996307860843512,25.11027168041831,2.007462040065419,14.345766508228015,6.044825043911326,0.8007032578292197,0.9563674991604576,0.4783107532908446,0.2959676853555268,14,0.7586246351275299,14,,0,0.2721384544605569,14,,0,,0,,0,True,True,16.17090576022391,1.825402100619602,0.10143203343344243,15,14,1.0714285714285714,0.875,2,True
margin-ts,pct_rev_seasonal,oracle_drift_k4_rw_revknown,cor_cash_musd,W1,0,recency,14,2023Q1,2026Q2,18.055459201464146,26.05664704980311,-4.595541960703502,17.297202161405597,7.733686273161036,1.0,1.0,0.5190231894107339,0.2969404896387464,14,0.7611181279340887,14,,0,0.2730329354029948,14,,0,,0,,0,True,True,17.11124209867402,0.9442171027901267,0.0522953801536966,7,14,0.5,0.875,2,True
driver-lines,lines_v2,d_steps_rw,cor_cash_musd,W1,0,recency,14,2023Q1,2026Q2,18.11661133688889,25.49332354248481,-4.559630077274814,15.445148301333797,6.6165224681528025,0.7788870074094485,0.9781837495802288,0.537697031838847,0.2979461990384833,14,0.7636959631646589,14,,0,0.2739576721740112,14,,0,,0,,0,True,True,15.74253454995883,2.374076786930061,0.13104419710633114,14,14,1.0,1.0,2,True
alt-augmented,lines_aug,best1_eq,cor_cash_musd,W1,0,recency,14,2023Q1,2026Q2,18.11841588021104,24.578697701936782,4.2623065658870765,14.109718908051684,5.941792583353229,0.948111919556254,1.0,0.4646280086332636,0.2979758765986979,14,0.7637720327134754,14,,0,0.27398496030636,14,,0,,0,,0,True,True,15.606782395556433,2.511633484654606,0.13862323843652447,15,14,1.0714285714285714,0.875,2,True
driver-lines,lines_v2,a_unit_rw,cor_cash_musd,W1,0,recency,14,2023Q1,2026Q2,18.21964489837293,25.70032398601113,-0.1799970751888403,15.359004581212996,6.63264745566295,1.0,1.0,0.4838268287410605,0.2996406913166865,14,0.768039287283757,14,,0,0.2755157358833369,14,,0,,0,,0,True,True,18.13791537745414,0.08172952091879182,0.004485791099369369,7,14,0.5,1.0,2,True
margin-ts,sarima_margin,lines_aicc,cor_cash_musd,W1,0,recency,14,2023Q1,2026Q2,19.72001029231265,25.810959857663214,-2.6565610561472197,15.229674542075976,6.434336454981834,0.8134829214449939,0.948111919556254,0.5428414729941964,0.3243157344569554,14,0.8312863798727891,14,,0,0.2982041185554992,14,,0,,0,,0,True,True,17.182414806575185,2.537595485737466,0.12868124550252813,15,14,1.0714285714285714,0.875,2,True
margin-ts,per_night_seasonal,g_k4_rw,cor_cash_musd,W1,0,recency,14,2023Q1,2026Q2,19.744179809173225,26.75140603565077,-7.571763772796843,16.130569500914287,7.008651694188348,0.8962238391125079,0.8962238391125079,0.5729679143417808,0.3247132268768838,14,0.8323052327981413,14,,0,0.2985696076888456,14,,0,,0,,0,True,True,20.35037257046508,-0.6061927612918545,-0.030702352143805685,7,14,0.5,0.75,2,True
margin-ts,pct_rev_seasonal,drift_k8_rw,cor_cash_musd,W1,0,recency,14,2023Q1,2026Q2,20.213797541236744,27.25850416039853,-9.994572924766196,23.79723821540556,11.071343621115592,1.0,1.0,0.5298447959083916,0.3324365707002673,14,0.85210171457601,14,,0,0.3056711223316967,14,,0,,0,,0,True,True,16.19152573670038,4.022271804536363,0.19898644954421896,7,14,0.5,0.875,2,True
margin-ts,per_night_seasonal,g_k4_ew,cor_cash_musd,W1,0,recency,14,2023Q1,2026Q2,20.780609779984065,27.744623561264916,-8.47102915860377,16.756526955703148,7.286386582760351,0.8228430120234562,0.8962238391125079,0.5796672393814247,0.3417583775747894,14,0.8759953782725006,14,,0,0.3142424030529854,14,,0,,0,,0,True,True,20.593341869806217,0.18726791017784805,0.009011665786546118,7,14,0.5,0.75,2,True
margin-ts,per_night_seasonal,g_k8_rw,cor_cash_musd,W1,0,recency,14,2023Q1,2026Q2,21.14990103768405,25.759496420808247,-10.794668667353651,15.034398610219652,6.290615994223761,0.8962238391125079,0.8962238391125079,0.6246116342170654,0.3478317499358673,14,0.891562651726296,14,,0,0.3198267903002682,14,,0,,0,,0,True,True,20.75778027539639,0.3921207622876608,0.01854007551094427,7,14,0.5,0.75,2,True
cycle-flex,flex_lines,dl_rw,cor_cash_musd,W1,0,recency,14,2023Q1,2026Q2,22.941172835391114,26.30217097741321,-1.7455437612393112,16.779206489497074,7.1338655941229066,0.9563674991604576,1.0,0.5222315718731041,0.3772910463598586,14,0.96707274660006,14,,0,0.346914231919748,14,,0,,0,,0,True,True,11.674092603090008,11.267080232301106,0.4911292161540885,22,14,1.5714285714285714,1.0,2,True
baselines-margin,seasonal_naive_drift,seasonal_naive_drift|cor_cash_musd|h0|PIT,cor_cash_musd,W1,0,recency,14,2023Q1,2026Q2,23.72228244053558,27.885768964773305,-6.058931313468557,16.359691426552367,6.8041258287459385,0.7826300842212257,0.948111919556254,0.5731217496127522,0.3901371925600237,14,1.0,14,,0,0.3587260970174118,14,,0,,0,,0,True,True,,,,1,14,0.0714285714285714,0.875,1,True
margin-ts,per_night_seasonal,nogrowth,cor_cash_musd,W1,0,recency,14,2023Q1,2026Q2,26.34606438330428,30.028532696748936,-15.486738118924354,17.660844757548052,7.139181928300057,0.8962238391125079,0.8962238391125079,0.6706369163873674,0.4332879696240522,14,1.1106041102640822,14,,0,0.3984026778065295,14,,0,,0,,0,True,True,26.34606438330428,0.0,0.0,2,14,0.1428571428571428,0.75,2,True
baselines-margin,seasonal_naive,seasonal_naive|cor_cash_musd|h0|PIT,cor_cash_musd,W1,0,recency,14,2023Q1,2026Q2,60.804975513545365,65.30455985196622,-60.804975513545365,46.01004259213117,19.982587907776367,0.389543125069357,0.4331756259088993,0.8850505235913599,1.0,14,2.5632008920711837,14,,0,0.9194870518842438,14,,0,,0,,0,False,False,,,,1,14,0.0714285714285714,0.75,1,False
baselines-margin,pct_rev_last4,pct_rev_last4|cor_cash_musd|h0|PIT,cor_cash_musd,W1,0,recency,14,2023Q1,2026Q2,66.1292351957994,96.23513964212648,5.824232589845397,51.77891919889264,21.182223434904884,0.7937514319285404,0.8930762992394652,0.5302024294437163,1.0875628949323064,14,2.787642182474006,14,,0,1.0,14,,0,,0,,0,False,False,,,,3,14,0.2142857142857142,0.875,1,False
cycle-flex,flex_lines,l0_rw,cor_cash_musd,W2,0,equal,10,2024Q1,2026Q2,18.1557772575538,24.66339569874836,-3.955790936442629,14.194353949316325,6.045716291652577,0.7,0.7,0.5669741188070655,0.3319154891691736,10,0.6774543752818581,10,,0,0.2469164011028747,10,,0,,0,,0,True,True,17.335359445790356,0.8204178117634449,0.045187699767692734,12,10,1.2,1.0,2,True
cycle-flex,flex_lines,l0_eq,cor_cash_musd,W2,0,equal,10,2024Q1,2026Q2,18.35151406154345,23.69229912170225,-2.841264675499048,13.580311779467662,5.639666117862301,0.7,0.9,0.5513330893037808,0.3354938585291307,10,0.6847579873710242,10,,0,0.2495783982467533,10,,0,,0,,0,True,True,17.417860916891364,0.9336531446520873,0.050876082568500756,12,10,1.2,1.0,2,True
margin-ts,pct_rev_seasonal,nodrift,cor_cash_musd,W2,0,equal,10,2024Q1,2026Q2,18.614673434590635,22.69948303760016,4.46835183036735,13.35306855619513,5.612482806113628,0.9,0.9,0.486653745554244,0.3403048159888598,10,0.6945773669623371,10,,0,0.2531573342728749,10,,0,,0,,0,True,True,19.1284055488032,-0.5137321142125657,-0.027598234050022347,2,10,0.2,1.0,2,True
margin-ts,per_night_seasonal,oracle_g_k4_rw_nightsknown,cor_cash_musd,W2,0,equal,10,2024Q1,2026Q2,19.715853189998803,26.3212967214466,-6.276367603466781,15.530767620921925,6.63303234444863,0.8,0.9,0.5736838661316348,0.3604360729433053,10,0.7356661638059255,10,,0,0.2681332473563869,10,,0,,0,,0,True,True,21.17411386262493,-1.4582606726261282,-0.07396386342366636,7,10,0.7,0.75,2,True
margin-ts,pct_rev_seasonal,drift_k8_rw,cor_cash_musd,W2,0,equal,10,2024Q1,2026Q2,20.131238792270626,26.417276246397936,-8.209826130410166,26.56775615047151,12.4990880194565,1.0,1.0,0.5257893615344983,0.3680299596393167,10,0.7511656265772622,10,,0,0.2737824419090594,10,,0,,0,,0,True,True,18.16315001729083,1.9680887749797975,0.09776292434300882,7,10,0.7,0.75,2,True
alt-augmented,lines_aug,ridge_all_rw,cor_cash_musd,W2,0,equal,10,2024Q1,2026Q2,20.139085922066997,28.239967447934003,1.31437340975062,15.82321385895091,6.633039473500826,0.7,0.7,0.4955413238797791,0.3681734172224313,10,0.7514584299278728,10,,0,0.2738891619365647,10,,0,,0,,0,True,True,19.78479965900477,0.3542862630622281,0.017591973361314583,37,10,3.7,1.0,2,True
alt-augmented,lines_aug,ridge_all_eq,cor_cash_musd,W2,0,equal,10,2024Q1,2026Q2,20.31351406487965,27.33179952230193,3.826576953843188,15.15086659642551,6.23759784790281,0.8,1.0,0.4725672823630694,0.3713622315334489,10,0.7579669427193901,10,,0,0.276261363834803,10,,0,,0,,0,True,True,19.294711550621216,1.0188025142584358,0.05015392762692198,37,10,3.7,1.0,2,True
alt-augmented,lines_aug,best1_rw,cor_cash_musd,W2,0,equal,10,2024Q1,2026Q2,20.58694541477269,28.5669419029694,0.3968390542452997,16.052413249884808,6.668423660188779,0.7,0.9,0.5075171972090502,0.376360976504071,10,0.7681696050288316,10,,0,0.2799799975185357,10,,0,,0,,0,True,True,19.74435165242207,0.8425937623506208,0.040928546968701636,15,10,1.5,1.0,2,True
alt-augmented,lines_aug,best1_eq,cor_cash_musd,W2,0,equal,10,2024Q1,2026Q2,20.61524432367225,27.665445507840467,3.5912169601308914,15.579666662399037,6.452355770225776,0.9,1.0,0.4784036768661623,0.376878324015946,10,0.7692255344653824,10,,0,0.2803648592978744,10,,0,,0,,0,True,True,19.240740334132624,1.374503989539626,0.0666741547157556,15,10,1.5,1.0,2,True
alt-augmented,lines_aug,none_rw,cor_cash_musd,W2,0,equal,10,2024Q1,2026Q2,20.625169841910196,28.225775967876192,1.3429939777198965,15.967187515077775,6.695198402474327,0.7,0.7,0.4945245059603143,0.3770597777314478,10,0.7695958896235148,10,,0,0.2804998451598195,10,,0,,0,,0,True,True,19.8308108804818,0.7943589614283972,0.038514056733451256,10,10,1.0,1.0,2,True
